,Truck id,Travel time,Total waiting time,Created at,Removed at,Type
0,LargeBus2306,4,0,N2_LRPS,N105_LRPS,LargeBus
1,MediumTruck2352,15,0,N1_LRPS,N105_LRPS,MediumTruck
2,SmallTruck2384,11,0,N1_LRPS,N2_LRPS,SmallTruck
3,SmallTruck2314,43,0,N204_LRPS,N204_LRPE,SmallTruck
4,SmallTruck2315,43,0,N204_LRPE,N204_LRPS,SmallTruck
5,SmallTruck2330,43,0,N204_LRPS,N204_LRPE,SmallTruck
6,SmallTruck2346,43,0,N204_LRPS,N204_LRPE,SmallTruck
7,MediumTruck2351,46,0,N208_LRPE,N207_LRPE,MediumTruck
8,MediumTruck2362,43,0,N204_LRPS,N204_LRPE,MediumTruck
9,MediumTruck2313,60,0,N105_LRP048,N105_LRPS,MediumTruck
10,LargeBus2464,10,0,N1_LRPS,N2_LRPS,LargeBus
11,SmallTruck2310,61,0,N104_LRPS,N104_LRPE,SmallTruck
12,SmallTruck2365,46,0,N207_LRPE,N208_LRPE,SmallTruck
13,LargeBus2412,34,0,N207_LRPS,N204_LRPS,LargeBus
14,MiniBus2319,65,0,N208_LRPE,N208_LRPS,MiniBus
15,SmallTruck2329,60,0,N105_LRP048,N105_LRPS,SmallTruck
16,MediumTruck2327,61,0,N104_LRPE,N104_LRPS,MediumTruck
17,MiniBus2335,65,0,N208_LRPE,N208_LRPS,MiniBus
18,SmallTruck2345,60,0,N105_LRP048,N105_LRPS,SmallTruck
19,MediumTruck2342,61,0,N104_LRPS,N104_LRPE,MediumTruck
20,MediumTruck2343,61,0,N104_LRPE,N104_LRPS,MediumTruck
21,MiniBus2413,42,0,N207_LRPE,N208_LRPE,MiniBus
22,SmallTruck2410,43,0,N204_LRPS,N204_LRPE,SmallTruck
23,SmallTruck2411,43,0,N204_LRPE,N204_LRPS,SmallTruck
24,MediumTruck2360,60,0,N105_LRPS,N105_LRP048,MediumTruck
25,MediumTruck2334,71,0,N208_LRPS,N208_LRPE,MediumTruck
26,MediumTruck2359,61,0,N104_LRPE,N104_LRPS,MediumTruck
27,MediumTruck2512,11,0,N1_LRPS,N2_LRPS,MediumTruck
28,SmallTruck2427,43,0,N204_LRPE,N204_LRPS,SmallTruck
29,SmallTruck2377,60,0,N105_LRP048,N105_LRPS,SmallTruck
30,MediumTruck2546,5,0,N2_LRPS,N105_LRPS,MediumTruck
31,MiniBus2390,56,0,N104_LRPS,N104_LRPE,MiniBus
