,Truck id,Travel time,Total waiting time,Created at,Removed at,Type
0,LargeBus109858,4,0,N2_LRPS,N105_LRPS,LargeBus
1,HeavyTruck109842,11,0,N2_LRPS,N1_LRPS,HeavyTruck
2,LargeBus109890,4,0,N2_LRPS,N105_LRPS,LargeBus
3,MediumTruck109888,11,0,N1_LRPS,N2_LRPS,MediumTruck
4,LargeBus109904,10,0,N1_LRPS,N2_LRPS,LargeBus
5,SmallTruck109834,42,1.2596207538369555,N204_LRPS,N207_LRPS,SmallTruck
6,MediumTruck109850,43,0,N204_LRPS,N204_LRPE,MediumTruck
7,SmallTruck109868,40,0.488261407923733,N207_LRPS,N204_LRPS,SmallTruck
8,SmallTruck109866,43,0,N204_LRPS,N204_LRPE,SmallTruck
9,MediumTruck109884,40,0.7049686737794882,N207_LRPS,N204_LRPS,MediumTruck
10,HeavyTruck109986,5,0,N2_LRPS,N105_LRPS,HeavyTruck
11,MediumTruck109882,43,0,N204_LRPS,N204_LRPE,MediumTruck
12,SmallTruck109830,61,0,N104_LRPS,N104_LRPE,SmallTruck
13,MediumTruck109832,61,0.20994452424435908,N105_LRPS,N105_LRP048,MediumTruck
14,MediumTruck109833,61,1.6380894310037106,N105_LRP048,N2_LRPS,MediumTruck
15,MediumTruck109887,47,0.050598655382287895,N208_LRPE,N207_LRPE,MediumTruck
16,SmallTruck109898,43,0,N204_LRPS,N204_LRPE,SmallTruck
17,SmallTruck109899,43,0,N204_LRPE,N204_LRPS,SmallTruck
18,MiniBus109901,43,0.046475658208852626,N207_LRPE,N208_LRPE,MiniBus
19,MediumTruck110024,5,0,N105_LRPS,N2_LRPS,MediumTruck
20,MediumTruck109846,61,0,N104_LRPS,N104_LRPE,MediumTruck
21,MediumTruck109847,61,0,N104_LRPE,N104_LRPS,MediumTruck
22,MediumTruck109848,61,0.16048274595038756,N105_LRPS,N105_LRP048,MediumTruck
23,SmallTruck109915,43,0,N204_LRPE,N204_LRPS,SmallTruck
24,LargeBus109930,39,0,N204_LRPS,N204_LRPE,LargeBus
25,MediumTruck109864,61,0.08698061015927215,N105_LRPS,N105_LRP048,MediumTruck
26,MediumTruck109865,61,0.15642811639048104,N105_LRP048,N105_LRPS,MediumTruck
27,MediumTruck109838,72,0.7128662086440616,N208_LRPS,N208_LRPE,MediumTruck
28,SmallTruck109917,47,0.015546599146869294,N207_LRPE,N208_LRPE,SmallTruck
29,LargeBus110032,10,0,N1_LRPS,N2_LRPS,LargeBus
30,SmallTruck110050,5,0,N2_LRPS,N105_LRPS,SmallTruck
31,SmallTruck109878,61,0,N104_LRPS,N104_LRPE,SmallTruck
32,MediumTruck109879,61,0,N104_LRPE,N104_LRPS,MediumTruck
33,MiniBus109894,56,0,N104_LRPS,N104_LRPE,MiniBus
34,MediumTruck109947,43,0,N204_LRPE,N204_LRPS,MediumTruck
35,MiniBus109964,38,0.7847420879047782,N207_LRPS,N204_LRPS,MiniBus
36,MediumTruck109897,60,0.0314454513840462,N105_LRP048,N2_LRPS,MediumTruck
37,LargeBus109853,76,0,N207_LRPE,N207_LRPS,LargeBus
38,SmallTruck109895,61,0,N104_LRPE,N104_LRPS,SmallTruck
39,MediumTruck109896,61,0.18805644886002854,N105_LRPS,N105_LRP048,MediumTruck
40,MediumTruck109951,47,0.1387377799572507,N208_LRPE,N207_LRPE,MediumTruck
41,SmallTruck109836,84,0,N207_LRPS,N207_LRPE,SmallTruck
42,MediumTruck109913,60,0.3609270921186973,N105_LRP048,N2_LRPS,MediumTruck
43,MiniBus109922,55,0.06721492670315385,N2_LRPS,N105_LRP048,MiniBus
44,MiniBus109903,67,1.2418736283137393,N208_LRPE,N208_LRPS,MiniBus
45,MediumTruck109965,47,0.0460327511638223,N207_LRPE,N208_LRPE,MediumTruck
46,MediumTruck109979,43,0,N204_LRPE,N204_LRPS,MediumTruck
47,SmallTruck109851,84,0.5318163291577679,N204_LRPE,N207_LRPS,SmallTruck
48,SmallTruck109852,84,0,N207_LRPS,N207_LRPE,SmallTruck
49,MiniBus109919,66,0.35260905449403945,N208_LRPE,N208_LRPS,MiniBus
50,SmallTruck109926,61,0,N104_LRPS,N104_LRPE,SmallTruck
51,SmallTruck109928,61,0.024200511697809058,N105_LRPS,N105_LRP048,SmallTruck
52,HeavyTruck109929,61,0.024789955390946236,N105_LRP048,N105_LRPS,HeavyTruck
53,MediumTruck109994,43,0,N204_LRPS,N204_LRPE,MediumTruck
54,MediumTruck109995,43,0,N204_LRPE,N204_LRPS,MediumTruck
55,MiniBus109999,43,0.013858925769975567,N208_LRPE,N207_LRPE,MiniBus
56,SmallTruck110012,40,1.0168208937487773,N207_LRPS,N204_LRPS,SmallTruck
57,MediumTruck109944,61,0.9929728113156728,N105_LRPS,N105_LRP048,MediumTruck
58,MediumTruck109945,61,0.04925430292916395,N105_LRP048,N105_LRPS,MediumTruck
59,MediumTruck110096,11,0,N1_LRPS,N2_LRPS,MediumTruck
60,SmallTruck110011,43,0,N204_LRPE,N204_LRPS,SmallTruck
61,LargeBus109828,99,4.861478363798649,N102_LRPS,N1_LRPS,LargeBus
62,SmallTruck110130,5,0,N2_LRPS,N105_LRPS,SmallTruck
63,MediumTruck109920,71,1.0492543029291639,N1_LRPS,N105_LRP048,MediumTruck
64,MediumTruck109958,61,0,N104_LRPS,N104_LRPE,MediumTruck
65,SmallTruck109959,61,0,N104_LRPE,N104_LRPS,SmallTruck
66,LargeBus109974,56,0,N104_LRPS,N104_LRPE,LargeBus
67,MediumTruck110015,47,0.08429246463832865,N208_LRPE,N207_LRPE,MediumTruck
68,MediumTruck109900,84,0,N207_LRPS,N207_LRPE,MediumTruck
69,MediumTruck110152,5,0,N105_LRPS,N2_LRPS,MediumTruck
70,MiniBus109966,66,0.22762652515175397,N208_LRPS,N208_LRPE,MiniBus
71,MediumTruck109975,61,0,N104_LRPE,N104_LRPS,MediumTruck
72,MediumTruck109976,61,0.49145654271241046,N105_LRPS,N105_LRP048,MediumTruck
73,SmallTruck109977,61,0.6022945563702439,N105_LRP048,N105_LRPS,SmallTruck
74,MiniBus109991,56,0,N104_LRPE,N104_LRPS,MiniBus
75,MediumTruck110042,43,0,N204_LRPS,N204_LRPE,MediumTruck
76,SmallTruck110043,43,0,N204_LRPE,N204_LRPS,SmallTruck
77,SmallTruck109916,84,0,N207_LRPS,N207_LRPE,SmallTruck
78,MediumTruck109993,60,0.06772989902911444,N105_LRP048,N2_LRPS,MediumTruck
79,SmallTruck109990,61,0,N104_LRPS,N104_LRPE,SmallTruck
80,MediumTruck109992,61,0.43465213096905214,N105_LRPS,N105_LRP048,MediumTruck
81,MediumTruck110058,43,0,N204_LRPS,N204_LRPE,MediumTruck
82,MediumTruck110059,43,0,N204_LRPE,N204_LRPS,MediumTruck
83,MediumTruck109860,105,2.1441211297332785,N102_LRPS,N102_LRPE,MediumTruck
84,SmallTruck109912,91,4.320975847784903,N105_LRPS,N102_LRPS,SmallTruck
85,SmallTruck110006,61,0,N104_LRPS,N104_LRPE,SmallTruck
86,SmallTruck110007,61,0,N104_LRPE,N104_LRPS,SmallTruck
87,SmallTruck110009,61,0.34815665821611763,N105_LRP048,N105_LRPS,SmallTruck
88,MediumTruck109982,72,0.023221256974734792,N208_LRPS,N208_LRPE,MediumTruck
89,MiniBus109983,72,3.6593276204447984,N208_LRPE,N2_LRPE,MiniBus
90,MediumTruck109940,83,1.2083089718117108,N102_LRPS,N104_LRPS,MediumTruck
91,SmallTruck110074,43,0,N204_LRPS,N204_LRPE,SmallTruck
92,SmallTruck110075,43,0,N204_LRPE,N204_LRPS,SmallTruck
93,SmallTruck109876,104,1.5337196433329316,N102_LRPS,N102_LRPE,SmallTruck
94,MediumTruck109949,84,0,N207_LRPE,N207_LRPS,MediumTruck
95,LargeBus109981,76,0,N207_LRPE,N207_LRPS,LargeBus
96,MiniBus110014,66,0.08699376194145227,N208_LRPS,N208_LRPE,MiniBus
97,SmallTruck110025,61,0.657373671342685,N105_LRP048,N105_LRPS,SmallTruck
98,LargeBus110039,56,0,N104_LRPE,N104_LRPS,LargeBus
99,MediumTruck110176,11,0,N1_LRPS,N2_LRPS,MediumTruck
100,LargeBus109908,97,3.2739264909431127,N102_LRPS,N102_LRPE,LargeBus
101,MiniBus109909,97,2.255179746970791,N102_LRPE,N102_LRPS,MiniBus
102,SmallTruck110090,43,0,N204_LRPS,N204_LRPE,SmallTruck
103,SmallTruck110091,43,0,N204_LRPE,N204_LRPS,SmallTruck
104,LargeBus109972,79,3.4428548004793225,N102_LRPS,N104_LRPS,LargeBus
105,MiniBus110106,39,0,N204_LRPS,N204_LRPE,MiniBus
106,SmallTruck109885,110,3.284560091411525,N207_LRPE,N204_LRPS,SmallTruck
107,MediumTruck109892,105,1.7848795292249495,N102_LRPS,N102_LRPE,MediumTruck
108,SmallTruck110041,60,0.3076462369240862,N105_LRP048,N2_LRPS,SmallTruck
109,MediumTruck110038,61,0,N104_LRPS,N104_LRPE,MediumTruck
110,MediumTruck110095,47,0.03346604971476476,N208_LRPE,N207_LRPE,MediumTruck
111,SmallTruck109980,84,0,N207_LRPS,N207_LRPE,SmallTruck
112,SmallTruck110056,61,0.10422562694621773,N105_LRPS,N105_LRP048,SmallTruck
113,LargeBus110070,56,0,N104_LRPS,N104_LRPE,LargeBus
114,SmallTruck110123,43,0,N204_LRPE,N204_LRPS,SmallTruck
115,SmallTruck109996,84,0,N207_LRPS,N207_LRPE,SmallTruck
116,MediumTruck109997,84,0,N207_LRPE,N207_LRPS,MediumTruck
117,SmallTruck110140,40,1.1409980610710102,N207_LRPS,N204_LRPS,SmallTruck
118,SmallTruck109924,106,1.6379681676195086,N102_LRPS,N102_LRPE,SmallTruck
119,SmallTruck109925,106,1.9617155839492322,N102_LRPE,N102_LRPS,SmallTruck
120,SmallTruck110072,61,0.15325842918309726,N105_LRPS,N105_LRP048,SmallTruck
121,MediumTruck110073,61,0.07211952641736137,N105_LRP048,N105_LRPS,MediumTruck
122,MiniBus110087,56,0,N104_LRPE,N104_LRPS,MiniBus
