,Truck id,Bridge id,Waiting time,Type
0,MiniBus56070,N104_LRPSa,0,MiniBus
1,LargeBus56079,N2_LRP228b,0,LargeBus
2,SmallTruck56069,N102_LRP082a,0,SmallTruck
3,SmallTruck56064,N1_LRP001a,0,SmallTruck
4,MediumTruck56065,N1_LRP456c,0,MediumTruck
5,LargeBus56067,N2_LRP285c,0,LargeBus
6,LargeBus56067,N2_LRP285a,0,LargeBus
7,MiniBus56070,N1_LRP145a,0,MiniBus
8,LargeBus56079,N2_LRP226d,0,LargeBus
9,LargeBus56079,N2_LRP226c,0,LargeBus
10,MediumTruck56065,N1_LRP456a,0,MediumTruck
11,LargeBus56067,N2_LRP284c,0.14455722091044387,LargeBus
12,SmallTruck56074,N204_LRP003b,0,SmallTruck
13,LargeBus56079,N2_LRP225c,0,LargeBus
14,MediumTruck56065,N1_LRP455a,0,MediumTruck
15,MediumTruck56072,N105_LRP003a,0,MediumTruck
16,LargeBus56079,N2_LRP224b,0,LargeBus
17,LargeBus56067,N2_LRP284b,0,LargeBus
18,MiniBus56070,N1_LRP143a,0,MiniBus
19,MiniBus56071,N104_LRP044d,0,MiniBus
20,MediumTruck56078,N208_LRP004c,0,MediumTruck
21,MediumTruck56086,N104_LRPSa,0,MediumTruck
22,SmallTruck56064,N1_LRP004b,0,SmallTruck
23,LargeBus56067,N2_LRP283b,0,LargeBus
24,MediumTruck56068,N1_LRP077a,0,MediumTruck
25,MiniBus56070,N1_LRP142a,0,MiniBus
26,MediumTruck56084,N102_LRPSc,0.011775909987121112,MediumTruck
27,HeavyTruck56085,N102_LRP082a,0,HeavyTruck
28,SmallTruck56090,N2_LRP118a,0,SmallTruck
29,SmallTruck56090,N2_LRP118b,0,SmallTruck
30,SmallTruck56090,N2_LRP118e,0,SmallTruck
31,MediumTruck56065,N1_LRP452e,0,MediumTruck
32,MediumTruck56065,N1_LRP452d,0,MediumTruck
33,MediumTruck56072,N105_LRP005c,0,MediumTruck
34,MediumTruck56072,N105_LRP006a,0,MediumTruck
35,SmallTruck56080,N1_LRP001a,0,SmallTruck
36,MediumTruck56081,N1_LRP456c,0,MediumTruck
37,SmallTruck56082,N1_LRP010b,0,SmallTruck
38,SmallTruck56082,N1_LRP010c,0,SmallTruck
39,MediumTruck56083,N2_LRP285c,0,MediumTruck
40,SmallTruck56090,N2_LRP118g,0,SmallTruck
41,LargeBus56093,N207_LRP066b,0,LargeBus
42,LargeBus56095,N208_LRP055a,0,LargeBus
43,MediumTruck56065,N1_LRP452c,0,MediumTruck
44,MediumTruck56065,N1_LRP452a,0,MediumTruck
45,MediumTruck56065,N1_LRP451e,0,MediumTruck
46,MediumTruck56073,N105_LRP042b,0,MediumTruck
47,LargeBus56079,N2_LRP221b,0,LargeBus
48,MediumTruck56081,N1_LRP456a,0,MediumTruck
49,SmallTruck56082,N1_LRP011a,0,SmallTruck
50,MediumTruck56083,N2_LRP285a,0,MediumTruck
51,MediumTruck56083,N2_LRP284c,0.31721342810204756,MediumTruck
52,MediumTruck56084,N102_LRP002a,0,MediumTruck
53,SmallTruck56090,N2_LRP119c,0,SmallTruck
54,SmallTruck56090,N2_LRP120a,0.23994631672154645,SmallTruck
55,MediumTruck56065,N1_LRP451b,0,MediumTruck
56,MediumTruck56065,N1_LRP450e,0,MediumTruck
57,MiniBus56076,N207_LRP008c,0,MiniBus
58,MiniBus56077,N2_LRP199d,0,MiniBus
59,MiniBus56077,N2_LRP200c,0,MiniBus
60,MediumTruck56081,N1_LRP455a,0,MediumTruck
61,MediumTruck56084,N102_LRP002b,0,MediumTruck
62,MediumTruck56084,N102_LRP002c,0,MediumTruck
63,MediumTruck56088,N105_LRP003a,0,MediumTruck
64,MediumTruck56065,N1_LRP450c,0,MediumTruck
65,MediumTruck56065,N1_LRP450a,0,MediumTruck
66,MediumTruck56073,N105_LRP041c,0,MediumTruck
67,LargeBus56079,N2_LRP219a,0,LargeBus
68,MediumTruck56083,N2_LRP284b,0,MediumTruck
69,LargeBus56087,N104_LRP044d,0,LargeBus
70,MediumTruck56094,N208_LRP004c,0,MediumTruck
71,SmallTruck56102,N104_LRPSa,0,SmallTruck
72,MediumTruck56104,N1_LRP011a,0,MediumTruck
73,SmallTruck56106,N2_LRP117b,0,SmallTruck
74,SmallTruck56106,N2_LRP117a,0,SmallTruck
75,SmallTruck56108,N2_LRP147a,0,SmallTruck
76,SmallTruck56108,N2_LRP147b,0,SmallTruck
77,MediumTruck56111,N2_LRP228b,0,MediumTruck
78,MediumTruck56065,N1_LRP449d,0,MediumTruck
79,MediumTruck56065,N1_LRP449c,0,MediumTruck
80,MediumTruck56073,N105_LRP040c,0,MediumTruck
81,SmallTruck56080,N1_LRP004b,0,SmallTruck
82,MediumTruck56083,N2_LRP283b,0,MediumTruck
83,SmallTruck56090,N2_LRP121a,0,SmallTruck
84,SmallTruck56090,N2_LRP121c,0,SmallTruck
85,SmallTruck56101,N102_LRP082a,0,SmallTruck
