,Truck id,Bridge id,Waiting time,Type
0,MiniBus23046,N104_LRPSa,0,MiniBus
1,MediumTruck23048,N1_LRP011a,0,MediumTruck
2,SmallTruck23045,N102_LRP082a,0,SmallTruck
3,MediumTruck23048,N1_LRP010c,0,MediumTruck
4,MediumTruck23048,N1_LRP010b,0,MediumTruck
5,SmallTruck23050,N2_LRP118a,0,SmallTruck
6,SmallTruck23050,N2_LRP118b,0,SmallTruck
7,SmallTruck23050,N2_LRP118e,0,SmallTruck
8,MediumTruck23052,N2_LRP146a,0,MediumTruck
9,MediumTruck23040,N1_LRP001a,0,MediumTruck
10,LargeBus23041,N1_LRP456c,2.384017242290771,LargeBus
11,LargeBus23043,N2_LRP285c,0,LargeBus
12,LargeBus23043,N2_LRP285a,0,LargeBus
13,SmallTruck23050,N2_LRP118g,0,SmallTruck
14,SmallTruck23053,N207_LRP066b,0,SmallTruck
15,LargeBus23043,N2_LRP284c,0,LargeBus
16,LargeBus23043,N2_LRP284b,0.6278651216059987,LargeBus
17,SmallTruck23050,N2_LRP119c,0,SmallTruck
18,SmallTruck23050,N2_LRP120a,0,SmallTruck
19,MediumTruck23055,N208_LRP055a,0,MediumTruck
20,SmallTruck23050,N2_LRP121a,0,SmallTruck
21,LargeBus23041,N1_LRP456a,0,LargeBus
22,LargeBus23043,N2_LRP283b,0,LargeBus
23,SmallTruck23050,N2_LRP121c,0,SmallTruck
24,MiniBus23054,N208_LRP004c,0,MiniBus
25,LargeBus23062,N104_LRPSa,0,LargeBus
26,MediumTruck23064,N1_LRP012a,0,MediumTruck
27,MediumTruck23064,N1_LRP012b,0,MediumTruck
28,MediumTruck23040,N1_LRP004b,0,MediumTruck
29,LargeBus23041,N1_LRP455a,0,LargeBus
30,SmallTruck23044,N1_LRP077a,0,SmallTruck
31,MediumTruck23047,N104_LRP044d,0,MediumTruck
32,SmallTruck23050,N2_LRP122b,0,SmallTruck
33,MediumTruck23052,N2_LRP141b,0,MediumTruck
34,MediumTruck23052,N2_LRP141a,0,MediumTruck
35,MediumTruck23060,N102_LRPSc,0,MediumTruck
36,MiniBus23061,N102_LRP082a,0,MiniBus
37,SmallTruck23050,N2_LRP123c,0,SmallTruck
38,MediumTruck23052,N2_LRP140c,0,MediumTruck
39,MediumTruck23056,N1_LRP001a,0,MediumTruck
40,MediumTruck23057,N1_LRP456c,0.7917753283054978,MediumTruck
41,MediumTruck23058,N1_LRP010b,0,MediumTruck
42,MediumTruck23058,N1_LRP010c,0,MediumTruck
43,MediumTruck23059,N2_LRP285c,0,MediumTruck
44,MediumTruck23060,N102_LRP002a,0,MediumTruck
45,MediumTruck23064,N1_LRP014a,0,MediumTruck
46,SmallTruck23069,N207_LRP066b,0,SmallTruck
47,MediumTruck23048,N1_LRP004b,0,MediumTruck
48,MediumTruck23049,N105_LRP042b,0,MediumTruck
49,SmallTruck23050,N2_LRP123d,0,SmallTruck
50,SmallTruck23050,N2_LRP123e,0,SmallTruck
51,MediumTruck23052,N2_LRP140a,0,MediumTruck
52,MediumTruck23052,N2_LRP139b,0,MediumTruck
53,SmallTruck23053,N207_LRP061d,0,SmallTruck
54,MediumTruck23057,N1_LRP456a,0,MediumTruck
55,MediumTruck23058,N1_LRP011a,0,MediumTruck
56,MediumTruck23059,N2_LRP285a,0,MediumTruck
57,MediumTruck23059,N2_LRP284c,0,MediumTruck
58,MediumTruck23060,N102_LRP002b,0,MediumTruck
59,MediumTruck23060,N102_LRP002c,0,MediumTruck
60,MiniBus23066,N204_LRP003b,0,MiniBus
61,MediumTruck23071,N208_LRP055a,0,MediumTruck
62,LargeBus23041,N1_LRP452e,0,LargeBus
63,LargeBus23041,N1_LRP452d,0,LargeBus
64,LargeBus23041,N1_LRP452c,0,LargeBus
65,SmallTruck23050,N2_LRP124c,0,SmallTruck
66,MediumTruck23052,N2_LRP139a,0,MediumTruck
67,MediumTruck23057,N1_LRP455a,0,MediumTruck
68,MediumTruck23058,N1_LRP012a,0,MediumTruck
69,MediumTruck23058,N1_LRP012b,0,MediumTruck
70,MediumTruck23059,N2_LRP284b,0.13304312937336582,MediumTruck
71,LargeBus23041,N1_LRP452a,0,LargeBus
72,LargeBus23041,N1_LRP451e,0,LargeBus
73,MediumTruck23049,N105_LRP041c,0,MediumTruck
74,SmallTruck23050,N2_LRP125a,0,SmallTruck
75,SmallTruck23050,N2_LRP125b,0,SmallTruck
76,SmallTruck23050,N2_LRP125c,0,SmallTruck
77,SmallTruck23050,N2_LRP125d,0,SmallTruck
78,MediumTruck23052,N2_LRP138b,0,MediumTruck
79,MediumTruck23052,N2_LRP138a,0.05217315729846547,MediumTruck
80,SmallTruck23070,N208_LRP004c,0,SmallTruck
81,SmallTruck23078,N104_LRPSa,0,SmallTruck
82,LargeBus23041,N1_LRP451b,0,LargeBus
83,LargeBus23041,N1_LRP450e,0,LargeBus
84,LargeBus23041,N1_LRP450c,0,LargeBus
85,LargeBus23041,N1_LRP450a,0,LargeBus
86,MiniBus23046,N104_LRP010a,0,MiniBus
87,MediumTruck23049,N105_LRP040c,0,MediumTruck
88,SmallTruck23050,N2_LRP126a,0,SmallTruck
89,SmallTruck23050,N2_LRP126b,0,SmallTruck
90,SmallTruck23050,N2_LRP126c,0,SmallTruck
91,SmallTruck23050,N2_LRP126d,0,SmallTruck
92,MediumTruck23056,N1_LRP004b,0,MediumTruck
93,MediumTruck23058,N1_LRP014a,0,MediumTruck
94,MediumTruck23059,N2_LRP283b,0,MediumTruck
95,SmallTruck23063,N104_LRP044d,0,SmallTruck
96,MediumTruck23077,N102_LRP082a,0,MediumTruck
97,MediumTruck23048,N1_LRP001a,0,MediumTruck
98,MediumTruck23049,N105_LRP039b,0,MediumTruck
99,SmallTruck23050,N2_LRP127b,0,SmallTruck
100,MediumTruck23072,N1_LRP001a,0,MediumTruck
101,SmallTruck23073,N1_LRP456c,0.6308476919278995,SmallTruck
102,MediumTruck23075,N2_LRP285c,0,MediumTruck
103,MediumTruck23085,N207_LRP066b,0,MediumTruck
104,LargeBus23041,N1_LRP449d,0.34817376451161025,LargeBus
105,LargeBus23043,N2_LRP276a,0,LargeBus
106,SmallTruck23050,N2_LRP127c,0,SmallTruck
107,SmallTruck23050,N2_LRP128a,0.032627814602885885,SmallTruck
108,MiniBus23054,N208_LRP011b,0,MiniBus
109,MediumTruck23057,N1_LRP452e,0,MediumTruck
110,MediumTruck23057,N1_LRP452d,0,MediumTruck
111,MediumTruck23057,N1_LRP452c,0,MediumTruck
112,MediumTruck23057,N1_LRP452a,0,MediumTruck
113,MediumTruck23065,N105_LRP042b,0,MediumTruck
114,SmallTruck23069,N207_LRP061d,0,SmallTruck
115,SmallTruck23073,N1_LRP456a,0,SmallTruck
116,MediumTruck23075,N2_LRP285a,0,MediumTruck
117,MediumTruck23075,N2_LRP284c,0,MediumTruck
118,MediumTruck23082,N204_LRP003b,0,MediumTruck
119,MediumTruck23087,N208_LRP055a,0,MediumTruck
120,LargeBus23041,N1_LRP449c,0,LargeBus
121,SmallTruck23042,N2_LRP012c,0.5668663990508133,SmallTruck
122,MediumTruck23052,N2_LRP135b,0,MediumTruck
123,MediumTruck23055,N208_LRP046b,0,MediumTruck
124,MediumTruck23057,N1_LRP451e,0,MediumTruck
125,MediumTruck23057,N1_LRP451b,0,MediumTruck
126,MediumTruck23057,N1_LRP450e,0,MediumTruck
127,MediumTruck23064,N1_LRP020a,0,MediumTruck
128,LargeBus23068,N207_LRP008c,0,LargeBus
129,SmallTruck23073,N1_LRP455a,0,SmallTruck
