,Truck id,Bridge id,Waiting time,Type
0,LargeBus71430,N104_LRPSa,0,LargeBus
1,MediumTruck71432,N1_LRP011a,0,MediumTruck
2,MediumTruck71429,N102_LRP082a,0,MediumTruck
3,MediumTruck71432,N1_LRP010c,0,MediumTruck
4,MediumTruck71432,N1_LRP010b,0,MediumTruck
5,SmallTruck71434,N2_LRP118a,0,SmallTruck
6,SmallTruck71434,N2_LRP118b,0,SmallTruck
7,SmallTruck71434,N2_LRP118e,0,SmallTruck
8,SmallTruck71436,N2_LRP146a,0,SmallTruck
9,MediumTruck71424,N1_LRP001a,0,MediumTruck
10,MiniBus71425,N1_LRP456c,0.4129112631871634,MiniBus
11,HeavyTruck71427,N2_LRP285c,0,HeavyTruck
12,LargeBus71430,N1_LRP145a,0,LargeBus
13,SmallTruck71434,N2_LRP118g,0,SmallTruck
14,MiniBus71425,N1_LRP456a,0,MiniBus
15,HeavyTruck71427,N2_LRP285a,0,HeavyTruck
16,HeavyTruck71427,N2_LRP284c,0,HeavyTruck
17,SmallTruck71434,N2_LRP119c,0,SmallTruck
18,SmallTruck71434,N2_LRP120a,0,SmallTruck
19,MediumTruck71439,N208_LRP055a,0,MediumTruck
20,MiniBus71425,N1_LRP455a,1.1230229366676474,MiniBus
21,HeavyTruck71427,N2_LRP284b,0,HeavyTruck
22,SmallTruck71434,N2_LRP121a,0,SmallTruck
23,HeavyTruck71427,N2_LRP283b,0,HeavyTruck
24,LargeBus71430,N1_LRP143a,0,LargeBus
25,SmallTruck71434,N2_LRP121c,1.1662149363657497,SmallTruck
26,MediumTruck71438,N208_LRP004c,0,MediumTruck
27,MediumTruck71446,N104_LRPSa,0,MediumTruck
28,SmallTruck71450,N2_LRP117b,0.5555791695403614,SmallTruck
29,MediumTruck71452,N2_LRP147a,0,MediumTruck
30,MediumTruck71452,N2_LRP147b,0,MediumTruck
31,MiniBus71455,N2_LRP228b,0,MiniBus
32,MediumTruck71424,N1_LRP004b,0,MediumTruck
33,MediumTruck71428,N1_LRP077a,0,MediumTruck
34,LargeBus71430,N1_LRP142a,0,LargeBus
35,MediumTruck71431,N104_LRP044d,0,MediumTruck
36,SmallTruck71436,N2_LRP141b,0,SmallTruck
37,SmallTruck71436,N2_LRP141a,0,SmallTruck
38,MiniBus71445,N102_LRP082a,0,MiniBus
39,SmallTruck71450,N2_LRP117a,0,SmallTruck
40,MediumTruck71452,N2_LRP147d,0,MediumTruck
41,MediumTruck71452,N2_LRP148b,0,MediumTruck
42,SmallTruck71436,N2_LRP140c,0.15290880864011028,SmallTruck
43,MediumTruck71440,N1_LRP001a,0,MediumTruck
44,MediumTruck71441,N1_LRP456c,5.692550274965799,MediumTruck
45,LargeBus71443,N2_LRP285c,0,LargeBus
46,LargeBus71443,N2_LRP285a,0,LargeBus
47,MiniBus71455,N2_LRP226d,0,MiniBus
48,MiniBus71455,N2_LRP226c,0,MiniBus
49,MediumTruck71433,N105_LRP042b,0.001020476822063231,MediumTruck
50,SmallTruck71434,N2_LRP122b,0,SmallTruck
51,LargeBus71443,N2_LRP284c,0,LargeBus
52,LargeBus71443,N2_LRP284b,0,LargeBus
53,MiniBus71455,N2_LRP225c,0.03871900715903022,MiniBus
54,MiniBus71425,N1_LRP452e,0,MiniBus
55,MiniBus71425,N1_LRP452d,0.25024318722183575,MiniBus
56,SmallTruck71434,N2_LRP123c,0,SmallTruck
57,SmallTruck71434,N2_LRP123d,0,SmallTruck
58,SmallTruck71436,N2_LRP140a,0,SmallTruck
59,SmallTruck71436,N2_LRP139b,0,SmallTruck
60,MediumTruck71437,N2_LRP199d,0,MediumTruck
61,LargeBus71443,N2_LRP283b,0,LargeBus
62,SmallTruck71448,N105_LRP003a,0,SmallTruck
63,MiniBus71425,N1_LRP452c,0,MiniBus
64,MiniBus71425,N1_LRP452a,0,MiniBus
65,MediumTruck71433,N105_LRP041c,0,MediumTruck
66,SmallTruck71434,N2_LRP123e,0,SmallTruck
67,SmallTruck71436,N2_LRP139a,0,SmallTruck
68,MediumTruck71437,N2_LRP200c,0,MediumTruck
69,MiniBus71447,N104_LRP044d,0,MiniBus
70,MediumTruck71452,N2_LRP151a,0,MediumTruck
71,SmallTruck71454,N208_LRP004c,0,SmallTruck
72,MiniBus71455,N2_LRP224b,0,MiniBus
73,MediumTruck71460,N1_LRP083a,0.010631306504979164,MediumTruck
