,Truck id,Travel time,Total waiting time,Created at,Removed at,Type
0,SmallTruck62976,15,0,N1_LRPS,N105_LRPS,SmallTruck
1,LargeBus62992,10,0,N1_LRPS,N2_LRPS,LargeBus
2,LargeBus63026,4,0,N2_LRPS,N105_LRPS,LargeBus
3,MediumTruck63064,15,0,N105_LRPS,N1_LRPS,MediumTruck
4,SmallTruck63072,11,0,N1_LRPS,N2_LRPS,SmallTruck
5,SmallTruck62988,42,1.3340704150889457,N207_LRPS,N204_LRPS,SmallTruck
6,SmallTruck62986,43,0,N204_LRPS,N204_LRPE,SmallTruck
7,MediumTruck63106,5,0,N2_LRPS,N105_LRPS,MediumTruck
8,SmallTruck63002,42,0.38409701533391405,N204_LRPS,N207_LRPS,SmallTruck
9,MediumTruck63018,43,0,N204_LRPS,N204_LRPE,MediumTruck
10,MediumTruck63034,43,0,N204_LRPS,N204_LRPE,MediumTruck
11,MediumTruck63035,43,0,N204_LRPE,N204_LRPS,MediumTruck
12,SmallTruck62982,61,0,N104_LRPS,N104_LRPE,SmallTruck
13,MediumTruck63050,43,0,N204_LRPS,N204_LRPE,MediumTruck
14,MiniBus62990,65,0,N208_LRPS,N208_LRPE,MiniBus
15,MediumTruck63000,60,0,N105_LRPS,N105_LRP048,MediumTruck
16,SmallTruck62998,61,0,N104_LRPS,N104_LRPE,SmallTruck
17,SmallTruck63067,43,0,N204_LRPE,N204_LRPS,SmallTruck
18,MiniBus63083,39,0,N204_LRPE,N204_LRPS,MiniBus
19,MediumTruck63016,60,0,N105_LRPS,N105_LRP048,MediumTruck
20,MediumTruck62991,71,0,N208_LRPE,N208_LRPS,MediumTruck
21,SmallTruck63014,61,0,N104_LRPS,N104_LRPE,SmallTruck
22,MediumTruck63168,11,0,N1_LRPS,N2_LRPS,MediumTruck
23,MediumTruck62979,74,0.4231962353350604,N2_LRPE,N208_LRPE,MediumTruck
24,MiniBus63022,65,0,N208_LRPS,N208_LRPE,MiniBus
25,MediumTruck63032,60,0,N105_LRPS,N105_LRP048,MediumTruck
26,MediumTruck63033,60,0,N105_LRP048,N105_LRPS,MediumTruck
27,MediumTruck63006,71,0,N208_LRPS,N208_LRPE,MediumTruck
28,MediumTruck63031,61,0,N104_LRPE,N104_LRPS,MediumTruck
29,SmallTruck63098,43,0,N204_LRPS,N204_LRPE,SmallTruck
30,SmallTruck63049,59,0,N105_LRP048,N2_LRPS,SmallTruck
31,MiniBus63038,65,0,N208_LRPS,N208_LRPE,MiniBus
32,MiniBus63039,65,0,N208_LRPE,N208_LRPS,MiniBus
33,MediumTruck63023,71,0,N208_LRPE,N208_LRPS,MediumTruck
34,SmallTruck63046,61,0,N104_LRPS,N104_LRPE,SmallTruck
35,MediumTruck63114,42,1.0934690216768155,N204_LRPS,N207_LRPS,MediumTruck
36,SmallTruck62989,84,0,N207_LRPE,N207_LRPS,SmallTruck
37,MediumTruck63240,5,0,N105_LRPS,N2_LRPS,MediumTruck
38,LargeBus63020,76,0,N207_LRPS,N207_LRPE,LargeBus
39,SmallTruck63062,61,0,N104_LRPS,N104_LRPE,SmallTruck
40,MiniBus63078,56,0,N104_LRPS,N104_LRPE,MiniBus
41,LargeBus63079,56,0,N104_LRPE,N104_LRPS,LargeBus
42,MiniBus63133,42,0.17660020099190651,N207_LRPE,N208_LRPE,MiniBus
43,MiniBus63056,63,0,N1_LRPS,N105_LRP048,MiniBus
44,MediumTruck63131,43,0,N204_LRPE,N204_LRPS,MediumTruck
45,SmallTruck63004,84,0,N207_LRPS,N207_LRPE,SmallTruck
46,MediumTruck63081,60,0,N105_LRP048,N105_LRPS,MediumTruck
47,MediumTruck62984,91,2.7110653094673025,N105_LRPS,N102_LRPS,MediumTruck
48,MiniBus63036,76,0,N207_LRPS,N207_LRPE,MiniBus
49,MiniBus63094,56,0,N104_LRPS,N104_LRPE,MiniBus
50,MediumTruck63146,43,0,N204_LRPS,N204_LRPE,MediumTruck
51,SmallTruck63147,43,0,N204_LRPE,N204_LRPS,SmallTruck
52,HeavyTruck63096,60,0,N105_LRPS,N105_LRP048,HeavyTruck
53,SmallTruck63266,5,0,N2_LRPS,N105_LRPS,SmallTruck
54,SmallTruck63028,81,0,N102_LRPS,N104_LRPS,SmallTruck
55,SmallTruck63095,61,0,N104_LRPE,N104_LRPS,SmallTruck
56,LargeBus63110,56,0,N104_LRPS,N104_LRPE,LargeBus
57,SmallTruck63162,43,0,N204_LRPS,N204_LRPE,SmallTruck
58,SmallTruck63112,60,0,N105_LRPS,N105_LRP048,SmallTruck
59,MediumTruck63256,15,0,N105_LRPS,N1_LRPS,MediumTruck
60,MediumTruck63087,71,0,N208_LRPE,N208_LRPS,MediumTruck
61,MediumTruck63111,61,0,N104_LRPE,N104_LRPS,MediumTruck
62,MediumTruck62981,102,0,N102_LRPE,N102_LRPS,MediumTruck
63,MediumTruck63165,47,0.3509482568585429,N207_LRPE,N208_LRPE,MediumTruck
64,MediumTruck63167,47,0.19541401215361123,N208_LRPE,N207_LRPE,MediumTruck
65,SmallTruck63179,43,0,N204_LRPE,N204_LRPS,SmallTruck
66,MediumTruck63128,60,0,N105_LRPS,N105_LRP048,MediumTruck
67,MediumTruck63129,60,0,N105_LRP048,N105_LRPS,MediumTruck
68,MediumTruck63298,5,0,N2_LRPS,N105_LRPS,MediumTruck
69,MediumTruck63103,71,0,N208_LRPE,N208_LRPS,MediumTruck
70,MediumTruck63126,61,0,N104_LRPS,N104_LRPE,MediumTruck
71,MediumTruck63127,61,0,N104_LRPE,N104_LRPS,MediumTruck
72,MediumTruck63194,43,0,N204_LRPS,N204_LRPE,MediumTruck
73,SmallTruck63195,43,0,N204_LRPE,N204_LRPS,SmallTruck
74,MediumTruck63069,84,0,N207_LRPE,N207_LRPS,MediumTruck
75,SmallTruck63144,60,0,N105_LRPS,N105_LRP048,SmallTruck
76,MediumTruck63119,71,0,N208_LRPE,N208_LRPS,MediumTruck
77,MediumTruck63012,102,0,N102_LRPS,N102_LRPE,MediumTruck
78,MediumTruck63013,102,0,N102_LRPE,N102_LRPS,MediumTruck
79,LargeBus63044,93,0,N102_LRPS,N102_LRPE,LargeBus
80,SmallTruck63211,43,0,N204_LRPE,N204_LRPS,SmallTruck
81,MediumTruck63085,84,0,N207_LRPE,N207_LRPS,MediumTruck
82,MiniBus63151,65,0,N208_LRPE,N208_LRPS,MiniBus
83,MediumTruck63161,60,0,N105_LRP048,N105_LRPS,MediumTruck
84,MediumTruck63336,5,0,N105_LRPS,N2_LRPS,MediumTruck
85,LargeBus63117,76,0,N207_LRPE,N207_LRPS,LargeBus
86,MediumTruck63135,71,0,N208_LRPE,N208_LRPS,MediumTruck
87,MediumTruck63159,61,0,N104_LRPE,N104_LRPS,MediumTruck
88,HeavyTruck63029,102,0,N102_LRPE,N102_LRPS,HeavyTruck
89,MiniBus63055,97,1.4843038400710902,N208_LRPE,N207_LRPS,MiniBus
90,MediumTruck63100,84,0,N207_LRPS,N207_LRPE,MediumTruck
91,MediumTruck63101,84,0,N207_LRPE,N207_LRPS,MediumTruck
92,MediumTruck63177,59,0,N105_LRP048,N2_LRPS,MediumTruck
93,LargeBus63346,4,0,N2_LRPS,N105_LRPS,LargeBus
94,MediumTruck63176,60,0,N105_LRPS,N105_LRP048,MediumTruck
95,MediumTruck63150,71,0,N208_LRPS,N208_LRPE,MediumTruck
96,MediumTruck63174,61,0,N104_LRPS,N104_LRPE,MediumTruck
97,MiniBus63190,56,0,N104_LRPS,N104_LRPE,MiniBus
98,LargeBus63191,56,0,N104_LRPE,N104_LRPS,LargeBus
99,SmallTruck63045,102,0,N102_LRPE,N102_LRPS,SmallTruck
100,SmallTruck63242,42,0.45385825037154687,N204_LRPS,N207_LRPS,SmallTruck
