,Truck id,Travel time,Total waiting time,Created at,Removed at,Type
0,MediumTruck39176,5,0,N105_LRPS,N2_LRPS,MediumTruck
1,SmallTruck39186,5,0,N2_LRPS,N105_LRPS,SmallTruck
2,LargeBus39218,4,0,N2_LRPS,N105_LRPS,LargeBus
3,MediumTruck39232,13,0.2092800036186506,N1_LRPS,N2_LRPS,MediumTruck
4,MediumTruck39178,43,0,N204_LRPS,N204_LRPE,MediumTruck
5,MediumTruck39298,5,0,N2_LRPS,N105_LRPS,MediumTruck
6,SmallTruck39194,43,0,N204_LRPS,N204_LRPE,SmallTruck
7,MediumTruck39195,43,0,N204_LRPE,N204_LRPS,MediumTruck
8,LargeBus39211,39,0,N204_LRPE,N204_LRPS,LargeBus
9,LargeBus39212,39,0.6207842415338453,N207_LRPS,N204_LRPS,LargeBus
10,MediumTruck39210,43,0,N204_LRPS,N204_LRPE,MediumTruck
11,SmallTruck39226,41,1.5448933537572624,N204_LRPS,N207_LRPS,SmallTruck
12,LargeBus39312,11,0.07749694449943614,N1_LRPS,N2_LRPS,LargeBus
13,SmallTruck39227,43,0,N204_LRPE,N204_LRPS,SmallTruck
14,MediumTruck39170,60,0.03035237522894897,N2_LRPS,N105_LRP048,MediumTruck
15,MediumTruck39177,61,0.1957570335072059,N105_LRP048,N105_LRPS,MediumTruck
16,LargeBus39191,56,0,N104_LRPE,N104_LRPS,LargeBus
17,MediumTruck39243,43,0,N204_LRPE,N204_LRPS,MediumTruck
18,MiniBus39206,56,0,N104_LRPS,N104_LRPE,MiniBus
19,HeavyTruck39192,62,0.07233628136839351,N105_LRPS,N105_LRP048,HeavyTruck
20,SmallTruck39258,42,1.576668452940832,N204_LRPS,N207_LRPS,SmallTruck
21,HeavyTruck39328,17,0.11893299407143568,N1_LRPS,N105_LRPS,HeavyTruck
22,MiniBus39198,65,0,N208_LRPS,N208_LRPE,MiniBus
23,MiniBus39199,65,0,N208_LRPE,N208_LRPS,MiniBus
24,SmallTruck39183,71,0,N208_LRPE,N208_LRPS,SmallTruck
25,SmallTruck39208,62,0.032908965854644166,N105_LRPS,N105_LRP048,SmallTruck
26,MediumTruck39274,43,0,N204_LRPS,N204_LRPE,MediumTruck
27,MediumTruck39275,43,0,N204_LRPE,N204_LRPS,MediumTruck
28,LargeBus39180,76,0,N207_LRPS,N207_LRPE,LargeBus
