,Truck id,Travel time,Total waiting time,Created at,Removed at,Type
0,LargeBus74496,10,0,N1_LRPS,N2_LRPS,LargeBus
1,MiniBus74530,4,0,N2_LRPS,N105_LRPS,MiniBus
2,MediumTruck74562,5,0,N2_LRPS,N105_LRPS,MediumTruck
3,MiniBus74578,4,0,N2_LRPS,N105_LRPS,MiniBus
4,MediumTruck74592,11,0,N1_LRPS,N2_LRPS,MediumTruck
5,MediumTruck74524,37,0.06974514310286099,N207_LRPS,N204_LRPS,MediumTruck
6,SmallTruck74506,43,0,N204_LRPS,N204_LRPE,SmallTruck
7,MediumTruck74507,43,0,N204_LRPE,N204_LRPS,MediumTruck
8,MiniBus74626,4,0,N2_LRPS,N105_LRPS,MiniBus
9,MediumTruck74540,37,0.4590629798551598,N207_LRPS,N204_LRPS,MediumTruck
10,SmallTruck74523,43,0,N204_LRPE,N204_LRPS,SmallTruck
11,MediumTruck74538,43,0,N204_LRPS,N204_LRPE,MediumTruck
12,SmallTruck74539,43,0,N204_LRPE,N204_LRPS,SmallTruck
13,MiniBus74543,43,0.02661315330521028,N208_LRPE,N207_LRPE,MiniBus
14,MiniBus74503,56,0,N104_LRPE,N104_LRPS,MiniBus
15,HeavyTruck74505,61,0.0240567171736399,N105_LRP048,N105_LRPS,HeavyTruck
16,SmallTruck74504,63,1.566990521769783,N105_LRPS,N105_LRP048,SmallTruck
17,MediumTruck74570,43,0,N204_LRPS,N204_LRPE,MediumTruck
18,LargeBus74672,10,0,N1_LRPS,N2_LRPS,LargeBus
19,MediumTruck74520,62,0.04263521006734538,N105_LRPS,N105_LRP048,MediumTruck
20,MediumTruck74537,59,0,N105_LRP048,N2_LRPS,MediumTruck
21,MediumTruck74510,71,0,N208_LRPS,N208_LRPE,MediumTruck
22,SmallTruck74511,71,0,N208_LRPE,N208_LRPS,SmallTruck
23,MediumTruck74534,61,0,N104_LRPS,N104_LRPE,MediumTruck
24,MediumTruck74535,61,0,N104_LRPE,N104_LRPS,MediumTruck
25,SmallTruck74688,11,0,N1_LRPS,N2_LRPS,SmallTruck
26,MediumTruck74602,43,0,N204_LRPS,N204_LRPE,MediumTruck
27,SmallTruck74603,43,0,N204_LRPE,N204_LRPS,SmallTruck
28,MediumTruck74728,5,0,N105_LRPS,N2_LRPS,MediumTruck
29,SmallTruck74526,71,0,N208_LRPS,N208_LRPE,SmallTruck
30,MediumTruck74527,71,0,N208_LRPE,N208_LRPS,MediumTruck
31,MediumTruck74553,61,0.04825958010703284,N105_LRP048,N105_LRPS,MediumTruck
32,MediumTruck74552,62,0.06465994482248591,N105_LRPS,N105_LRP048,MediumTruck
33,MediumTruck74636,37,0.36482481105469167,N207_LRPS,N204_LRPS,MediumTruck
34,SmallTruck74619,43,0,N204_LRPE,N204_LRPS,SmallTruck
35,MiniBus74583,56,0,N104_LRPE,N104_LRPS,MiniBus
36,SmallTruck74652,37,0.6415214272641971,N207_LRPS,N204_LRPS,SmallTruck
37,MediumTruck74635,43,0,N204_LRPE,N204_LRPS,MediumTruck
38,MediumTruck74509,84,0,N207_LRPE,N207_LRPS,MediumTruck
39,MediumTruck74558,71,0,N208_LRPS,N208_LRPE,MediumTruck
40,MediumTruck74559,71,0,N208_LRPE,N208_LRPS,MediumTruck
41,MediumTruck74585,61,0.47951994842516266,N105_LRP048,N105_LRPS,MediumTruck
42,SmallTruck74668,37,0.4798973577773013,N207_LRPS,N204_LRPS,SmallTruck
43,MediumTruck74516,83,0.23816491950712898,N102_LRPS,N104_LRPS,MediumTruck
44,SmallTruck74650,43,0,N204_LRPS,N204_LRPE,SmallTruck
45,MediumTruck74651,43,0,N204_LRPE,N204_LRPS,MediumTruck
46,SmallTruck74666,38,0.4460803991663797,N204_LRPS,N207_LRPS,SmallTruck
47,LargeBus74752,10,0,N1_LRPS,N2_LRPS,LargeBus
48,MediumTruck74574,71,0,N208_LRPS,N208_LRPE,MediumTruck
49,SmallTruck74599,61,0,N104_LRPE,N104_LRPS,SmallTruck
50,MediumTruck74601,61,0.6399777254055986,N105_LRP048,N105_LRPS,MediumTruck
51,MiniBus74614,56,0,N104_LRPS,N104_LRPE,MiniBus
52,LargeBus74615,56,0,N104_LRPE,N104_LRPS,LargeBus
53,MiniBus74700,34,0.2923900732838934,N207_LRPS,N204_LRPS,MiniBus
54,LargeBus74786,4,0,N2_LRPS,N105_LRPS,LargeBus
55,MediumTruck74617,61,0.44419220091420064,N105_LRP048,N105_LRPS,MediumTruck
56,LargeBus74630,56,0,N104_LRPS,N104_LRPE,LargeBus
57,SmallTruck74669,46,0.07818748687444746,N207_LRPE,N208_LRPE,SmallTruck
58,SmallTruck74616,62,0.9983004666396402,N105_LRPS,N105_LRP048,SmallTruck
59,SmallTruck74682,43,0,N204_LRPS,N204_LRPE,SmallTruck
60,MediumTruck74683,43,0,N204_LRPE,N204_LRPS,MediumTruck
61,MiniBus74649,54,0,N105_LRP048,N2_LRPS,MiniBus
62,SmallTruck74802,5,0,N2_LRPS,N105_LRPS,SmallTruck
63,SmallTruck74808,5,0,N105_LRPS,N2_LRPS,SmallTruck
64,SmallTruck74631,61,0,N104_LRPE,N104_LRPS,SmallTruck
65,MediumTruck74632,62,0.03676825348354835,N105_LRPS,N105_LRP048,MediumTruck
66,MediumTruck74687,47,0.019921484324371286,N208_LRPE,N207_LRPE,MediumTruck
67,SmallTruck74698,43,0,N204_LRPS,N204_LRPE,SmallTruck
68,SmallTruck74501,104,0.9462005318009017,N102_LRPE,N102_LRPS,SmallTruck
69,MediumTruck74572,84,0,N207_LRPS,N207_LRPE,MediumTruck
70,SmallTruck74573,84,0,N207_LRPE,N207_LRPS,SmallTruck
71,MediumTruck74792,15,0,N105_LRPS,N1_LRPS,MediumTruck
72,SmallTruck74824,5,0,N105_LRPS,N2_LRPS,SmallTruck
73,MediumTruck74622,71,0,N208_LRPS,N208_LRPE,MediumTruck
74,SmallTruck74647,61,0,N104_LRPE,N104_LRPS,SmallTruck
75,MediumTruck74648,62,0.3060769555462737,N105_LRPS,N105_LRP048,MediumTruck
76,SmallTruck74587,83,2.2435195009352156,N204_LRPE,N207_LRPS,SmallTruck
77,SmallTruck74701,48,2.075503560358675,N207_LRPE,N208_LRPE,SmallTruck
78,SmallTruck74714,43,0,N204_LRPS,N204_LRPE,SmallTruck
79,SmallTruck74517,104,0.05045823682844659,N102_LRPE,N102_LRPS,SmallTruck
80,LargeBus74549,95,0.9929538059243259,N102_LRPE,N102_LRPS,LargeBus
81,MiniBus74655,65,0,N208_LRPE,N208_LRPS,MiniBus
82,MediumTruck74834,5,0,N2_LRPS,N105_LRPS,MediumTruck
83,MediumTruck74557,96,1.8792671315822713,N207_LRPE,N204_LRPS,MediumTruck
84,MiniBus74600,81,0.20166465655125548,N105_LRPS,N102_LRPS,MiniBus
85,MiniBus74717,46,3.075503560358675,N207_LRPE,N208_LRPE,MiniBus
86,MediumTruck74664,62,0.37512858227871343,N105_LRPS,N105_LRP048,MediumTruck
87,MediumTruck74532,103,0.7013761958649538,N102_LRPS,N102_LRPE,MediumTruck
