,Truck id,Bridge id,Waiting time,Type
0,LargeBus105220,N1_LRP083a,0,LargeBus
1,MediumTruck105222,N104_LRPSa,0,MediumTruck
2,LargeBus105220,N1_LRP083b,0,LargeBus
3,LargeBus105221,N102_LRP082a,0,LargeBus
4,MediumTruck105228,N2_LRP146a,0,MediumTruck
5,LargeBus105216,N1_LRP001a,0,LargeBus
6,MediumTruck105217,N1_LRP456c,0,MediumTruck
7,MiniBus105219,N2_LRP285c,0.1510245837772011,MiniBus
8,MediumTruck105217,N1_LRP456a,0,MediumTruck
9,MediumTruck105226,N204_LRP003b,0,MediumTruck
10,LargeBus105229,N2_LRP188a,0,LargeBus
11,MediumTruck105231,N208_LRP055a,0,MediumTruck
12,MediumTruck105217,N1_LRP455a,1.4087900425166935,MediumTruck
13,MiniBus105219,N2_LRP285a,0,MiniBus
14,MiniBus105219,N2_LRP284c,0,MiniBus
15,MediumTruck105224,N105_LRP003a,0,MediumTruck
16,LargeBus105229,N2_LRP187b,0,LargeBus
17,LargeBus105216,N1_LRP004b,0,LargeBus
18,MiniBus105219,N2_LRP284b,0,MiniBus
19,LargeBus105223,N104_LRP044d,0,LargeBus
20,LargeBus105229,N2_LRP186d,0,LargeBus
21,MediumTruck105230,N208_LRP004c,0,MediumTruck
22,LargeBus105238,N104_LRPSa,0,LargeBus
23,MediumTruck105244,N2_LRP147a,0,MediumTruck
24,MediumTruck105244,N2_LRP147b,0.3004981545184712,MediumTruck
25,MiniBus105219,N2_LRP283b,0,MiniBus
26,LargeBus105220,N1_LRP088a,0,LargeBus
27,MediumTruck105228,N2_LRP141b,0,MediumTruck
28,MediumTruck105228,N2_LRP141a,0,MediumTruck
29,LargeBus105229,N2_LRP186c,0,LargeBus
30,LargeBus105229,N2_LRP186b,0,LargeBus
31,MediumTruck105237,N102_LRP082a,0,MediumTruck
32,MediumTruck105244,N2_LRP147d,0,MediumTruck
33,MediumTruck105224,N105_LRP005c,0,MediumTruck
34,MediumTruck105224,N105_LRP006a,0,MediumTruck
35,MediumTruck105228,N2_LRP140c,0,MediumTruck
36,MediumTruck105232,N1_LRP001a,0,MediumTruck
37,LargeBus105233,N1_LRP456c,0,LargeBus
38,MediumTruck105235,N2_LRP285c,0.011130805196477508,MediumTruck
39,LargeBus105238,N1_LRP145a,0.3413401393036849,LargeBus
40,MediumTruck105244,N2_LRP148b,0,MediumTruck
41,HeavyTruck105225,N105_LRP042b,0,HeavyTruck
42,MediumTruck105228,N2_LRP140a,0,MediumTruck
43,MediumTruck105228,N2_LRP139b,0,MediumTruck
44,LargeBus105229,N2_LRP184c,0,LargeBus
45,LargeBus105233,N1_LRP456a,0,LargeBus
46,MediumTruck105242,N204_LRP003b,0,MediumTruck
47,SmallTruck105247,N208_LRP055a,0,SmallTruck
