,Truck id,Bridge id,Waiting time,Type
0,LargeBus102150,N104_LRPSa,0,LargeBus
1,MediumTruck102149,N102_LRP082a,0,MediumTruck
2,MediumTruck102156,N2_LRP146a,0,MediumTruck
3,LargeBus102144,N1_LRP001a,0,LargeBus
4,SmallTruck102145,N1_LRP456c,0.2462483487711113,SmallTruck
5,SmallTruck102147,N2_LRP285c,0,SmallTruck
6,LargeBus102150,N1_LRP145a,0,LargeBus
7,SmallTruck102145,N1_LRP456a,0,SmallTruck
8,SmallTruck102147,N2_LRP285a,0,SmallTruck
9,SmallTruck102147,N2_LRP284c,0,SmallTruck
10,MediumTruck102154,N204_LRP003b,0,MediumTruck
11,MiniBus102157,N2_LRP188a,0,MiniBus
12,MediumTruck102159,N208_LRP055a,0,MediumTruck
13,SmallTruck102145,N1_LRP455a,1.1671574332198036,SmallTruck
14,SmallTruck102147,N2_LRP284b,0,SmallTruck
15,MediumTruck102152,N105_LRP003a,0,MediumTruck
16,MiniBus102157,N2_LRP187b,0,MiniBus
17,LargeBus102144,N1_LRP004b,0,LargeBus
18,SmallTruck102147,N2_LRP283b,0,SmallTruck
19,LargeBus102150,N1_LRP143a,0,LargeBus
20,MiniBus102157,N2_LRP186d,0,MiniBus
21,SmallTruck102158,N208_LRP004c,0.2246980408496711,SmallTruck
22,MiniBus102166,N104_LRPSa,0,MiniBus
23,SmallTruck102168,N1_LRP011a,0.6633870492082717,SmallTruck
24,MediumTruck102170,N2_LRP117b,0,MediumTruck
25,MediumTruck102170,N2_LRP117a,0.23691557124094986,MediumTruck
26,SmallTruck102175,N2_LRP228b,0,SmallTruck
27,HeavyTruck102148,N1_LRP077a,0,HeavyTruck
28,LargeBus102150,N1_LRP142a,0,LargeBus
29,MediumTruck102151,N104_LRP044d,0,MediumTruck
30,MediumTruck102156,N2_LRP141b,0,MediumTruck
31,MediumTruck102156,N2_LRP141a,0,MediumTruck
32,MiniBus102157,N2_LRP186c,0,MiniBus
33,MiniBus102157,N2_LRP186b,0,MiniBus
34,MiniBus102164,N102_LRPSc,0,MiniBus
35,SmallTruck102165,N102_LRP082a,0,SmallTruck
36,SmallTruck102168,N1_LRP010c,0,SmallTruck
37,SmallTruck102168,N1_LRP010b,0.2884162533264288,SmallTruck
38,MediumTruck102152,N105_LRP005c,0,MediumTruck
39,MediumTruck102152,N105_LRP006a,0,MediumTruck
40,MediumTruck102156,N2_LRP140c,0,MediumTruck
41,MiniBus102160,N1_LRP001a,0,MiniBus
42,MediumTruck102161,N1_LRP456c,0.2234843281095493,MediumTruck
43,LargeBus102162,N1_LRP010b,0.9570214973208746,LargeBus
44,LargeBus102163,N2_LRP285c,0,LargeBus
45,LargeBus102163,N2_LRP285a,0,LargeBus
46,MiniBus102164,N102_LRP002a,0,MiniBus
47,MiniBus102164,N102_LRP002b,0,MiniBus
48,MiniBus102164,N102_LRP002c,0,MiniBus
49,MiniBus102166,N1_LRP145a,0,MiniBus
50,LargeBus102173,N207_LRP066b,0,LargeBus
51,SmallTruck102175,N2_LRP226d,0,SmallTruck
52,SmallTruck102175,N2_LRP226c,0,SmallTruck
53,SmallTruck102153,N105_LRP042b,0,SmallTruck
54,MediumTruck102156,N2_LRP140a,0,MediumTruck
55,MediumTruck102156,N2_LRP139b,0,MediumTruck
56,MiniBus102157,N2_LRP184c,0,MiniBus
57,MediumTruck102161,N1_LRP456a,0,MediumTruck
58,LargeBus102162,N1_LRP010c,0,LargeBus
59,LargeBus102163,N2_LRP284c,0,LargeBus
60,LargeBus102163,N2_LRP284b,0,LargeBus
61,SmallTruck102175,N2_LRP225c,0,SmallTruck
62,SmallTruck102145,N1_LRP452e,0,SmallTruck
63,SmallTruck102145,N1_LRP452d,0,SmallTruck
64,SmallTruck102145,N1_LRP452c,0,SmallTruck
65,SmallTruck102145,N1_LRP452a,0,SmallTruck
66,MediumTruck102156,N2_LRP139a,0,MediumTruck
67,MiniBus102157,N2_LRP183d,0,MiniBus
68,MiniBus102157,N2_LRP183c,0,MiniBus
69,MediumTruck102161,N1_LRP455a,0.423008716760088,MediumTruck
70,LargeBus102162,N1_LRP011a,0.11876512737890331,LargeBus
71,LargeBus102163,N2_LRP283b,0,LargeBus
72,SmallTruck102145,N1_LRP451e,0,SmallTruck
73,SmallTruck102153,N105_LRP041c,0,SmallTruck
74,MediumTruck102156,N2_LRP138b,0.2334311044644336,MediumTruck
75,MiniBus102157,N2_LRP183a,0,MiniBus
76,MiniBus102157,N2_LRP182d,0,MiniBus
77,MiniBus102157,N2_LRP182b,0,MiniBus
78,MiniBus102160,N1_LRP004b,0,MiniBus
