,Truck id,Travel time,Total waiting time,Created at,Removed at,Type
0,SmallTruck9266,5,0,N2_LRPS,N105_LRPS,SmallTruck
1,MediumTruck9320,5,0,N105_LRPS,N2_LRPS,MediumTruck
2,SmallTruck9226,43,0,N204_LRPS,N204_LRPE,SmallTruck
3,LargeBus9242,39,0,N204_LRPS,N204_LRPE,LargeBus
4,MediumTruck9243,43,0,N204_LRPE,N204_LRPS,MediumTruck
5,SmallTruck9368,5,0,N105_LRPS,N2_LRPS,SmallTruck
6,MediumTruck9258,43,0,N204_LRPS,N204_LRPE,MediumTruck
7,LargeBus9360,10,0,N1_LRPS,N2_LRPS,LargeBus
8,MiniBus9279,42,0,N208_LRPE,N207_LRPE,MiniBus
9,MediumTruck9274,43,0,N204_LRPS,N204_LRPE,MediumTruck
10,MediumTruck9275,43,0,N204_LRPE,N204_LRPS,MediumTruck
11,MediumTruck9224,60,0,N105_LRPS,N105_LRP048,MediumTruck
12,SmallTruck9223,61,0,N104_LRPE,N104_LRPS,SmallTruck
13,MediumTruck9378,11,0,N2_LRPS,N1_LRPS,MediumTruck
14,LargeBus9216,63,0,N1_LRPS,N105_LRP048,LargeBus
15,MediumTruck9290,43,0,N204_LRPS,N204_LRPE,MediumTruck
16,SmallTruck9291,43,0,N204_LRPE,N204_LRPS,SmallTruck
17,MediumTruck9240,60,0,N105_LRPS,N105_LRP048,MediumTruck
18,MediumTruck9416,5,0,N105_LRPS,N2_LRPS,MediumTruck
19,MediumTruck9295,46,0,N208_LRPE,N207_LRPE,MediumTruck
20,MediumTruck9324,37,0,N207_LRPS,N204_LRPS,MediumTruck
21,SmallTruck9306,43,0,N204_LRPS,N204_LRPE,SmallTruck
22,MiniBus9246,65,0,N208_LRPS,N208_LRPE,MiniBus
23,MediumTruck9256,60,0,N105_LRPS,N105_LRP048,MediumTruck
24,SmallTruck9257,60,0,N105_LRP048,N105_LRPS,SmallTruck
25,MediumTruck9254,61,0,N104_LRPS,N104_LRPE,MediumTruck
26,LargeBus9270,56,0,N104_LRPS,N104_LRPE,LargeBus
27,SmallTruck9309,46,0,N207_LRPE,N208_LRPE,SmallTruck
28,SmallTruck9322,43,0,N204_LRPS,N204_LRPE,SmallTruck
29,MediumTruck9323,43,0,N204_LRPE,N204_LRPS,MediumTruck
30,MiniBus9263,65,0,N208_LRPE,N208_LRPS,MiniBus
31,MediumTruck9272,60,0,N105_LRPS,N105_LRP048,MediumTruck
32,SmallTruck9247,71,0,N208_LRPE,N208_LRPS,SmallTruck
33,MediumTruck9271,61,0,N104_LRPE,N104_LRPS,MediumTruck
34,LargeBus9286,56,0,N104_LRPS,N104_LRPE,LargeBus
35,MiniBus9341,42,0,N207_LRPE,N208_LRPE,MiniBus
36,LargeBus9343,42,0,N208_LRPE,N207_LRPE,LargeBus
37,MediumTruck9339,43,0,N204_LRPE,N204_LRPS,MediumTruck
38,LargeBus9372,34,0,N207_LRPS,N204_LRPS,LargeBus
39,SmallTruck9289,60,0,N105_LRP048,N105_LRPS,SmallTruck
40,SmallTruck9424,15,0,N1_LRPS,N105_LRPS,SmallTruck
41,MediumTruck9464,5,0,N105_LRPS,N2_LRPS,MediumTruck
42,MiniBus9245,76,0,N207_LRPE,N207_LRPS,MiniBus
43,MediumTruck9287,61,0,N104_LRPE,N104_LRPS,MediumTruck
44,MediumTruck9440,11,0,N1_LRPS,N2_LRPS,MediumTruck
45,SmallTruck9354,43,0,N204_LRPS,N204_LRPE,SmallTruck
