road,id,model_type,condition,name,lat,lon,length
N2,N2_LRP081a,bridge,A,BATHTOLA-2 BOX CULVERT,24.04484171,91.06785335,9.5
N2,N2_link689,link,,,24.04509244,91.06980894,409
N2,N2_LRP081b,bridge,A,BETHTOLA BOX CULVERT,24.04534317,91.07176452,6.1
N2,N2_link690,link,,,24.04712156,91.08640584,3006
N2,N2_LRP084a,bridge,A,KUTTAPARCA CULVERT,24.04889996,91.10104717,3.6
N2,N2_link691,link,,,24.05293876,91.10804993,1945
N2,N2_LRP086a,bridge,A,KATIADE RCC GIDER BRIDGE,24.05697756,91.11505269,22.4
N2,N2_link692,link,,,24.05735936,91.11957399,1001
N2,N2_LRP087a,bridge,A,GURAICHARI,24.05774116,91.12409528,3
N2,N2_link693,link,,,24.05663169,91.13252063,1735
N2,N2_LRP089a,bridge,A,Raboa Bridge,24.05552221,91.14094597,17.5
N2,N2_link694,link,,,24.05516255,91.14356825,540
N2,N2_LRP090a,bridge,C,BARIUSA RCC GIDER BRIDGE,24.05480289,91.14619053,43
N2,N2_link695,link,,,24.05427329,91.15064127,912
N2,N2_LRP091a,bridge,B,BARIUSE BOX CULVERT,24.05374369,91.15509201,4.1
N2,N2_link696,link,,,24.05333618,91.15846537,694
N2,N2_LRP091b,bridge,A,SHAHA BAZAR PC GIDER BRIDGE,24.05292867,91.16183873,41.9
N2,N2_link697,link,,,24.05262343,91.16431469,510
N2,N2_LRP092a,bridge,A,BARURA BOX CULVERT,24.0523182,91.16679065,12
N2,N2_link698,link,,,24.05230932,91.16685079,12
N2,N2_LRP092b,bridge,A,SHAHA BAZAR BOX CULVERT,24.05230045,91.16691092,10.45
N2,N2_link699,link,,,24.05066648,91.17089561,905
N2,N2_LRP093a,bridge,C,SHAHA BAZAR RCC GIDER BRIDGE,24.04903251,91.17488031,203.75
N2,N2_link700,link,,,24.04674655,91.17606447,626
N2,N2_LRP093c,bridge,A,Chatol Bridge,24.04446059,91.17724863,26.95
N2,N2_link701,link,,,24.04370039,91.18650019,1986
N2,N2_LRP095a,bridge,A,BOE SHASY BOX CULVERT,24.04294019,91.19575176,10.4
N2,N2_link702,link,,,24.04300873,91.19814501,489
N2,N2_LRP096a,bridge,A,DABISOR BOX CULVERT,24.04307727,91.20053827,10.4
N2,N2_link703,link,,,24.04302375,91.20254416,418
N2,N2_LRP096c,bridge,C,RAMPUR P C GIRDER BRIDGE,24.04297024,91.20455004,64.1
N2,N2_link704,link,,,24.04184824,91.20735378,661
N2,N2_LRP097a,bridge,A,KATAKHALI BRIDGE,24.04072624,91.21015753,33.7
N2,N2_link705,link,,,24.04199092,91.21401383,843
N2,N2_LRP098b,bridge,A,CHANDURA BOX CULVERT,24.04325559,91.21787014,4
N2,N2_link706,link,,,24.04654715,91.22845193,2344
N2,N2_LRP100a,bridge,A,Lohor Bridge,24.04983872,91.23903373,64.58
N2,N2_link707,link,,,24.05789332,91.24605187,2301
N2,N2_LRP102a,bridge,A,BURUNDI (3) BOX CULVERT,24.06594792,91.25307002,9.3
N2,N2_link708,link,,,24.06752598,91.25484772,502
N2,N2_LRP103a,bridge,B,SHASHI BOX CULVERT,24.06910404,91.25662542,3.5
N2,N2_link709,link,,,24.07078322,91.25846765,531
N2,N2_LRP103c,bridge,A,ISKMPUR BOX CULVERT,24.07246241,91.26030988,12.3
N2,N2_link710,link,,,24.07516603,91.26321951,843
N2,N2_LRP104a,bridge,A,BILPASA CULVERT,24.07786964,91.26612914,9
N2,N2_link711,link,,,24.08048311,91.2734427,1766
N2,N2_LRP106a,bridge,A,ARINAGAR CULVERT,24.08309658,91.28075625,4
N2,N2_link712,link,,,24.08416871,91.28238428,413
N2,N2_LRP106b,bridge,A,KHATABARI CULVERT,24.08524083,91.28401231,10.3
N2,N2_link713,link,,,24.09124456,91.28758231,1585
N2,N2_LRP108a,bridge,A,KODHMADAB PUR,24.09724829,91.2911523,3
N2,N2_link714,link,,,24.11501554,91.30668203,5106
N2,N2_LRP113a,bridge,A,Dokhin Bedhosa Bridge,24.13278279,91.32221176,25
N2,N2_link715,link,,,24.13594656,91.32362097,759
N2,N2_LRP114a,bridge,A,Begura -2 Bridge,24.13911033,91.32503018,40.75
N2,N2_link716,link,,,24.14157163,91.32930141,1063
N2,N2_LRP115a,bridge,A,Begurga -1 Bridge,24.14403293,91.33357264,23
N2,N2_link717,link,,,24.14546153,91.33879718,1109
N2,N2_LRP117a,bridge,A,JAGADISHPUR,24.14689012,91.34402172,2
N2,N2_link718,link,,,24.14721666,91.34492168,201
N2,N2_LRP117b,bridge,A,JAGADISHPUR,24.14754319,91.34582165,10.6
N2,N2_link719,link,,,24.14771587,91.34617455,75
N2,N2_LRP117b-N204_LRPS,intersection,,,24.14788855,91.34652745,0
N2,N2_link720,link,,,24.14916421,91.3471025,316
N2,N2_LRP117d,bridge,C,JAGADISPUR 3 BOX CULVERT,24.15043987,91.34767755,2
N2,N2_link721,link,,,24.15247464,91.34823089,476
N2,N2_LRP118a,bridge,A,JAGADISHPUR 2 BOX CULVERT,24.15450942,91.34878423,4.25
N2,N2_link722,link,,,24.15539502,91.34880756,198
N2,N2_LRP118b,bridge,A,JOGIDISH PUR CULVERT,24.15628062,91.34883088,10.6
N2,N2_link723,link,,,24.15851716,91.34889228,487
N2,N2_LRP118e,bridge,A,BELGOR BOX CULVERT,24.16075369,91.34895368,9
N2,N2_link724,link,,,24.16167919,91.34898232,219
N2,N2_LRP118g,bridge,A,NARONPUR CULVERT,24.1626047,91.34901096,7.2
N2,N2_link725,link,,,24.16620455,91.34901918,808
N2,N2_LRP119c,bridge,A,ITAKHOLA BOX CULVERT,24.1698044,91.3490274,3.1
N2,N2_link726,link,,,24.17091602,91.3490413,237
N2,N2_LRP120a,bridge,A,ITAKHOLA CULVERT,24.17202765,91.3490552,4.2
N2,N2_link727,link,,,24.17726067,91.34960483,1164
N2,N2_LRP121a,bridge,A,BANGADOBA BOX CULVERT,24.18249368,91.35015446,17.12
N2,N2_link728,link,,,24.18541875,91.35033558,652
N2,N2_LRP121c,bridge,A,KAROLA,24.18834382,91.35051671,5.32
N2,N2_link729,link,,,24.1920548,91.35060921,835
N2,N2_LRP122b,bridge,A,RATONPUR BOX CULVERT,24.19576578,91.35070171,3.5
N2,N2_link730,link,,,24.19859571,91.35107792,640
N2,N2_LRP123c,bridge,A,NOWA PARA,24.20142565,91.35145413,2
N2,N2_link731,link,,,24.20343643,91.352016,462
N2,N2_LRP123d,bridge,A,NOWAPARA BOX CULVERT,24.20544722,91.35257787,4.3
N2,N2_link732,link,,,24.20605554,91.3528853,146
N2,N2_LRP123e,bridge,A,NOWA PARA BOX CULVERT,24.20666387,91.35319272,2.15
N2,N2_link733,link,,,24.20761202,91.35383399,257
N2,N2_LRP124a,bridge,A,Shapur Bridge,24.20856017,91.35447525,29.5
N2,N2_link734,link,,,24.210303,91.35571943,463
N2,N2_LRP124c,bridge,A,SAHAPUR BOX CULVERT,24.21204583,91.35696361,3.3
N2,N2_link735,link,,,24.21432521,91.35893023,650
N2,N2_LRP125a,bridge,A,HORITOLA BOX CULVERT,24.21660459,91.36089684,6.3
N2,N2_link736,link,,,24.21713119,91.36139017,156
N2,N2_LRP125b,bridge,A,HARITALA 2 BOX CULVERT,24.21765778,91.36188351,4.3
N2,N2_link737,link,,,24.2182716,91.36242487,178
N2,N2_LRP125c,bridge,A,HORI TOLA BOX CULVERT,24.21888543,91.36296624,6.6
N2,N2_link738,link,,,24.21975081,91.36346392,218
N2,N2_LRP125d,bridge,A,HORITALA BOX CULVERT,24.2206162,91.3639616,5.3
N2,N2_link739,link,,,24.22188236,91.36433964,285
N2,N2_LRP126a,bridge,A,SHIBPUR BOX CULVERT,24.22314852,91.36471769,8.1
N2,N2_link740,link,,,24.22510866,91.36497785,452
N2,N2_LRP126b,bridge,A,SHIBPUR BOX CULVERT,24.2270688,91.365238,2
N2,N2_link741,link,,,24.22734794,91.36537658,64
N2,N2_LRP126c,bridge,A,SHIBPUR BOX CULVERT,24.22762708,91.36551516,6.6
N2,N2_link742,link,,,24.22816356,91.36578148,123
N2,N2_LRP126d,bridge,A,SHIBPUR BOX CULVERT,24.22870003,91.36604781,4.3
N2,N2_link743,link,,,24.23102576,91.36679298,537
N2,N2_LRP127b,bridge,A,SOUDURP 2,24.23335149,91.36753815,1.5
N2,N2_link744,link,,,24.23537034,91.36796461,455
N2,N2_LRP127c,bridge,A,RIAZNAZAR BOX CULVERT,24.23738919,91.36839107,1.5
N2,N2_link745,link,,,24.2387468,91.3687028,304
N2,N2_LRP128a,bridge,A,RIAZ NAGAR BOX CULVERT,24.24010442,91.36901453,1.5
N2,N2_link746,link,,,24.24274819,91.36978343,615
N2,N2_LRP128b,bridge,A,TAJPUR BOX CULVERT,24.24539197,91.37055233,6.6
N2,N2_link747,link,,,24.2468802,91.37105376,349
N2,N2_LRP129a,bridge,A,JAJPUR BOX CULVERT,24.24836843,91.37155519,1.5
N2,N2_link748,link,,,24.24969851,91.37220365,330
N2,N2_LRP129b,bridge,A,TAJPUR BOX CULVERT,24.2510286,91.37285211,3.3
N2,N2_link749,link,,,24.25249866,91.37380255,383
N2,N2_LRP129c,bridge,A,BAKHARNAGAR BOX CULVERT,24.25396872,91.37475299,3.3
N2,N2_link750,link,,,24.2552492,91.37574035,350
N2,N2_LRP130a,bridge,A,CHARA BOX CULVERT,24.25652969,91.3767277,1.5
N2,N2_link751,link,,,24.25769538,91.3774869,302
N2,N2_LRP130b,bridge,A,CHARA BOX CULVERT,24.25886108,91.3782461,4.3
N2,N2_link752,link,,,24.25940506,91.37856609,141
N2,N2_LRP130c,bridge,A,CHARA BOX CULVERT,24.25994903,91.37888608,3
N2,N2_link753,link,,,24.26167708,91.37989415,439
N2,N2_LRP130d,bridge,B,GORIPUR BOX CULVERT,24.26340512,91.38090222,4.2
N2,N2_link754,link,,,24.26726727,91.38537577,1483
N2,N2_LRP132a,bridge,A,LEVEL CROSING BOX CULVERT,24.27112942,91.38984932,4.3
N2,N2_link755,link,,,24.27111434,91.39021128,79
N2,N2_LRP132b,bridge,A,OLIPUR BOX CULVERT,24.27109926,91.39057325,1.7
N2,N2_link756,link,,,24.27112362,91.39156387,220
N2,N2_LRP132c,bridge,A,SHARALDI BOX CULVERT,24.27114797,91.39255448,2
N2,N2_link757,link,,,24.27316888,91.39708444,1025
N2,N2_LRP133a,bridge,A,SHUTAN BAZAR,24.27518979,91.4016144,82.8
N2,N2_link758,link,,,24.27664477,91.40434632,647
N2,N2_LRP134b,bridge,A,SATANKANADI,24.27809976,91.40707824,2.6
N2,N2_link759,link,,,24.27860065,91.4079749,220
N2,N2_LRP134c,bridge,A,NURPUR,24.27910153,91.40887157,2.5
N2,N2_link760,link,,,24.28028625,91.41227873,763
N2,N2_LRP135a,bridge,A,NURPUR CULVERT,24.28147097,91.41568589,2.6
N2,N2_link761,link,,,24.28181692,91.41829178,535
N2,N2_LRP135b,bridge,A,N ASHUTPUR,24.28216286,91.42089767,4.2
N2,N2_link762,link,,,24.27985135,91.43175915,2305
N2,N2_LRP138a,bridge,A,BORCHAR,24.27753985,91.44262062,2.6
N2,N2_link763,link,,,24.27586145,91.44441143,522
N2,N2_LRP138b,bridge,A,TALUGARAR,24.27418305,91.44620225,2.6
N2,N2_link764,link,,,24.27253606,91.44775623,483
N2,N2_LRP139a,bridge,A,BISHOROAH BOX CULVERT,24.27088907,91.44931021,2.6
N2,N2_link765,link,,,24.26933056,91.45107042,502
N2,N2_LRP139b,bridge,A,BISHOROAD CULVERT,24.26777205,91.45283063,2.1
N2,N2_link766,link,,,24.26712056,91.45495263,502
N2,N2_LRP140a,bridge,A,WORLD ROAD CULVERT,24.26646908,91.45707463,2.1
N2,N2_link767,link,,,24.26657981,91.45953289,502
N2,N2_LRP140c,bridge,A,BIRMACHAR CULVERT,24.26669054,91.46199114,2.1
N2,N2_link768,link,,,24.26685165,91.46507152,629
N2,N2_LRP141a,bridge,A,BIRAM CHAR BOX CULVERT,24.26701275,91.46815189,1.6
N2,N2_link769,link,,,24.26709731,91.47012655,402
N2,N2_LRP141b,bridge,A,SHAIS TAGONG CULVEERT,24.26718187,91.4721012,1.6
N2,N2_link770,link,,,24.27299411,91.47901333,2108
N2,N2_LRP143c,bridge,A,Addipasha Bridge,24.27880635,91.48592546,27
N2,N2_link771,link,,,24.2825215,91.49205589,1501
N2,N2_LRP145c,bridge,C,BASHINA BOX CULVERT,24.28623665,91.49818631,2
N2,N2_link772,link,,,24.2878307,91.50094881,664
N2,N2_LRP146a,bridge,A,BAINA BOX CULVERT,24.28942474,91.50371131,2
N2,N2_link773,link,,,24.29210805,91.50693898,884
N2,N2_LRP146b-N207_LRPS,intersection,,,24.29479135,91.51016665,0
N2,N2_link774,link,,,24.29529279,91.51035112,133
N2,N2_LRP147a,bridge,A,JOYPUR BOX CULVERT,24.29579423,91.51053558,1.5
N2,N2_link775,link,,,24.29691049,91.51088526,282
N2,N2_LRP147b,bridge,A,MIRPUR BOX CULVERT,24.29802675,91.51123494,17.2
N2,N2_link776,link,,,24.29930362,91.5116282,297
N2,N2_LRP147d,bridge,A,MIRPUR BOX CULVERT,24.30058049,91.51202147,1.9
N2,N2_link777,link,,,24.30333228,91.51464638,755
N2,N2_LRP148b,bridge,A,KHAMAR GOAN BOX CULVERT,24.30608406,91.5172713,1.5
N2,N2_link778,link,,,24.31320615,91.52301886,2081
N2,N2_LRP150a,bridge,A,Dowlatpur Bridge,24.32032823,91.52876642,41
N2,N2_link779,link,,,24.32254426,91.52994491,548
N2,N2_LRP151a,bridge,A,TOLAMPUR BOX CULVERT,24.32476029,91.53112341,8
N2,N2_link780,link,,,24.32802032,91.53211326,755
N2,N2_LRP151b,bridge,A,ISLAMPUR,24.33128035,91.5331031,6.4
N2,N2_link781,link,,,24.33269751,91.53330948,342
N2,N2_LRP152a,bridge,A,JANJJALIA,24.33411467,91.53351586,1.3
N2,N2_link782,link,,,24.33457339,91.53353238,133
N2,N2_LRP152b,bridge,A,JANJJALIA,24.3350321,91.53354891,1.3
N2,N2_link783,link,,,24.33598538,91.53359335,272
N2,N2_LRP152c,bridge,A,JANNJALIA,24.33693866,91.53363778,4.2
N2,N2_link784,link,,,24.33867183,91.53395181,301
N2,N2_LRP152d,bridge,A,KABIR PUR,24.340405,91.53426584,10.6
N2,N2_link785,link,,,24.34186933,91.53456734,338
N2,N2_LRP153a,bridge,A,ISLAMABAD,24.34333366,91.53486885,3
N2,N2_link786,link,,,24.344671,91.53510366,303
N2,N2_LRP153b,bridge,A,KABIR PUR CULVERT,24.34600833,91.53533846,2.5
N2,N2_link787,link,,,24.34870015,91.53590568,615
N2,N2_LRP154a,bridge,B,Chalta Bazar Bridge,24.35139197,91.5364729,58.5
N2,N2_link788,link,,,24.35237522,91.53715911,264
N2,N2_LRP154c,bridge,A,CHALTA BOX CULVERT,24.35335847,91.53784533,3
N2,N2_link789,link,,,24.35685353,91.53972065,914
N2,N2_LRP155a,bridge,A,CHALTA BAZAR BOX CULVERT,24.36034858,91.54159598,3
N2,N2_link790,link,,,24.36309006,91.54251278,636
N2,N2_LRP155b,bridge,A,Mokkadi Bridge,24.36583153,91.54342957,15.85
N2,N2_link791,link,,,24.36825205,91.54462625,598
N2,N2_LRP156a,bridge,A,ADITPUR,24.37067256,91.54582292,19
N2,N2_link792,link,,,24.37288003,91.54690556,537
N2,N2_LRP157a,bridge,A,MOSHIDOLONG,24.37508749,91.5479882,3
N2,N2_link793,link,,,24.37732235,91.54909611,550
N2,N2_LRP157b,bridge,A,MOGLIE,24.37955721,91.55020403,13.6
N2,N2_link794,link,,,24.38379903,91.55286458,1086
N2,N2_LRP158a,bridge,A,DOVEREL,24.38804086,91.55552513,2.6
N2,N2_link795,link,,,24.39081736,91.55741841,736
N2,N2_LRP159b,bridge,A,HASANABAD BOX CULVERT,24.39359386,91.5593117,5.2
N2,N2_link796,link,,,24.39437057,91.55982058,202
N2,N2_LRP159c,bridge,A,HASANABAD,24.39514728,91.56032946,5.4
N2,N2_link797,link,,,24.39634395,91.561128,320
N2,N2_LRP159d,bridge,A,MONDUL KAFON,24.39754062,91.56192655,3
N2,N2_link798,link,,,24.3991646,91.56286208,418
N2,N2_LRP160a,bridge,A,PUTI JURRI,24.40078857,91.56379761,2
N2,N2_link799,link,,,24.40205912,91.5641103,292
N2,N2_LRP160b,bridge,A,Putajuri Bridge,24.40332968,91.56442298,19.5
N2,N2_link800,link,,,24.40412885,91.56456372,182
N2,N2_LRP160d,bridge,C,PUTA JURI BOX CULVERT,24.40492802,91.56470445,1.5
N2,N2_link801,link,,,24.40617083,91.56481057,272
N2,N2_LRP161a,bridge,A,PUTA JURI SCHOOL,24.40741363,91.5649167,2.6
N2,N2_link802,link,,,24.41074859,91.56528628,744
N2,N2_LRP161b,bridge,A,KAZI MADAM,24.41408355,91.56565586,5
N2,N2_link803,link,,,24.41460401,91.5657442,115
N2,N2_LRP161c,bridge,A,RASURAT BOX CULVERT 2,24.41512448,91.56583254,6.2
N2,N2_link804,link,,,24.41595987,91.56599362,196
N2,N2_LRP162a,bridge,A,RAJSURAT BOX CULVERT,24.41679526,91.56615469,10.6
N2,N2_link805,link,,,24.41746847,91.56634237,155
N2,N2_LRP162c,bridge,A,SHUKCHAR,24.41814168,91.56653005,4
N2,N2_link806,link,,,24.41883227,91.56672258,159
N2,N2_LRP162d,bridge,A,SHUKCHAR,24.41952285,91.56691511,2
N2,N2_link807,link,,,24.42063372,91.56719705,256
N2,N2_LRP162e,bridge,A,SHUKCHAR,24.42174459,91.56747899,3.8
N2,N2_link808,link,,,24.42262117,91.56766543,200
N2,N2_LRP162f,bridge,A,Shuk Ghar Bridge,24.42349774,91.56785187,37
N2,N2_link809,link,,,24.4242984,91.56799712,175
N2,N2_LRP163a,bridge,A,SUCK CHAR BOX CULVERT,24.42509907,91.56814238,1.5
N2,N2_link810,link,,,24.42574876,91.56819584,143
N2,N2_LRP163b,bridge,A,COLTANPUR BOX CULVERT,24.42639846,91.5682493,1.5
N2,N2_link811,link,,,24.42728433,91.56815991,213
N2,N2_LRP163c,bridge,A,COLYANPUR BOX CULVERT,24.4281702,91.56807051,1.5
N2,N2_link812,link,,,24.42973686,91.56817133,346
N2,N2_LRP163d,bridge,A,SHAMREPUR BOX CULVERT,24.43130351,91.56827216,5.3
N2,N2_link813,link,,,24.43371262,91.56864185,545
N2,N2_LRP164a,bridge,A,BROCHAR BOX CULVERT,24.43612172,91.56901154,6.2
N2,N2_link814,link,,,24.43632359,91.5690275,45
N2,N2_LRP164b,bridge,A,BARO CLAR BRIDGE,24.43652545,91.56904347,14.8
N2,N2_link815,link,,,24.43806144,91.56919259,344
N2,N2_LRP164d,bridge,A,BARO CHAR BOX CULVERT,24.43959743,91.56934172,3
N2,N2_link816,link,,,24.4410267,91.56963656,329
N2,N2_LRP165a,bridge,B,Rokonpur Bridge,24.44245598,91.5699314,19.5
N2,N2_link817,link,,,24.44307607,91.57008339,137
N2,N2_LRP165c,bridge,A,ROKAMPUR BOX CULVERT,24.44369615,91.57023539,2
N2,N2_link818,link,,,24.44444514,91.57041942,165
N2,N2_LRP165d,bridge,A,RAKONPUR BOX CULVERT,24.44519413,91.57060346,4.3
N2,N2_link819,link,,,24.44767346,91.57112977,566
N2,N2_LRP165e,bridge,B,BURIMA BOX CULVERT,24.45015279,91.57165608,4.5
N2,N2_link820,link,,,24.45140448,91.57182366,290
N2,N2_LRP166b,bridge,C,BARIMA BOX CULVERT,24.45265618,91.57199125,4.5
N2,N2_link821,link,,,24.45459376,91.57217894,433
N2,N2_LRP166d,bridge,A,VORGOU BOX CULVERT,24.45653135,91.57236663,6.12
N2,N2_link822,link,,,24.45722888,91.57240957,158
N2,N2_LRP166e,bridge,A,VORGOU BOX CULVERT,24.4579264,91.57245251,3.5
N2,N2_link823,link,,,24.45982506,91.57324434,443
N2,N2_LRP167b,bridge,A,BOROKANSI BOX CULVERT,24.46172371,91.57403616,3.5
N2,N2_link824,link,,,24.4641373,91.57378713,549
N2,N2_LRP167c,bridge,A,PANIDUNDA PCGIRD BRIDGE,24.46655089,91.5735381,51.8
N2,N2_link825,link,,,24.46850473,91.5736615,437
N2,N2_LRP168a,bridge,A,PANIUNDAPC GIRDIR,24.47045856,91.5737849,21.3
N2,N2_link826,link,,,24.47149667,91.57397132,237
N2,N2_LRP168c,bridge,A,KORAGU BOX CULVERT,24.47253479,91.57415773,6.2
N2,N2_link827,link,,,24.47598428,91.5751594,808
N2,N2_LRP169b,bridge,A,KURGGUB BOX CULVERT,24.47943377,91.57616106,2
N2,N2_link828,link,,,24.4804403,91.57646594,235
N2,N2_LRP169c,bridge,A,SATAIHUL,24.48144683,91.57677082,1.5
N2,N2_link829,link,,,24.48195716,91.57692885,118
N2,N2_LRP169d,bridge,A,SATAIHULL,24.48246749,91.57708687,2.6
N2,N2_link830,link,,,24.48301047,91.57726061,123
N2,N2_LRP169e,bridge,A,SATAISUL,24.48355344,91.57743435,2
N2,N2_link831,link,,,24.48417942,91.57763085,148
N2,N2_LRP169f,bridge,A,SATAIHUL BOX CULVERT,24.4848054,91.57782736,1.6
N2,N2_link832,link,,,24.48512608,91.57792535,80
N2,N2_LRP170a,bridge,A,SATAIHUL,24.48544675,91.57802334,1
N2,N2_link833,link,,,24.48593013,91.57816481,117
N2,N2_LRP170b,bridge,A,SATHAIL CULVERT,24.48641352,91.57830627,1.5
N2,N2_link834,link,,,24.48748681,91.57863308,249
N2,N2_LRP170c,bridge,A,SATHAIT BRIGE,24.48856011,91.5789599,24
N2,N2_link835,link,,,24.48935295,91.57924348,185
N2,N2_LRP170e,bridge,A,SATHIHAL B CULVERT,24.49014578,91.57952706,6.5
N2,N2_link836,link,,,24.49039006,91.57961444,57
N2,N2_LRP170f,bridge,A,SATHAI HAT CULVERT,24.49063434,91.57970181,2
N2,N2_link837,link,,,24.49090433,91.57979838,63
N2,N2_LRP170g,bridge,A,SATHAIHAL - 4 CULVERT,24.49117432,91.57989496,2
N2,N2_link838,link,,,24.49150444,91.5800004,76
N2,N2_LRP170h,bridge,A,SATAIHUL,24.49183457,91.58010585,2
N2,N2_link839,link,,,24.49203905,91.58015902,48
N2,N2_LRP170i,bridge,A,SATAIHUL BOX CULVERT,24.49224354,91.58021219,2
N2,N2_link840,link,,,24.49276882,91.58033077,125
N2,N2_LRP170j,bridge,A,SATAIHAL BOX CULVERT,24.4932941,91.58044936,2.6
N2,N2_link841,link,,,24.49481269,91.58082997,347
N2,N2_LRP171d,bridge,A,MARAURA CULVERT,24.49633129,91.58121058,2.6
N2,N2_link842,link,,,24.49678024,91.58153168,115
N2,N2_LRP171e,bridge,A,MURAURA CULVERT,24.49722919,91.58185277,2.6
N2,N2_link843,link,,,24.49826391,91.58253892,283
N2,N2_LRP171f,bridge,A,DEWPARA CUVERT,24.49929863,91.58322506,2
N2,N2_link844,link,,,24.50189313,91.58391393,598
N2,N2_LRP172c,bridge,A,DEWPARA BOX CULVERT,24.50448763,91.5846028,2
N2,N2_link845,link,,,24.50507242,91.5847518,136
N2,N2_LRP172d,bridge,A,GARIPUR,24.50565722,91.58490079,6.3
N2,N2_link846,link,,,24.50721075,91.58503512,349
N2,N2_LRP172e,bridge,B,MALAR BATAR,24.50876428,91.58516945,7.5
N2,N2_link847,link,,,24.51361949,91.58682552,1178
N2,N2_LRP173c,bridge,B,Kandigoan Bridge,24.51847471,91.58848158,14
N2,N2_link848,link,,,24.52459091,91.59249475,1633
N2,N2_LRP175c,bridge,A,NORTH VEVPUR,24.53070711,91.59650792,1.8
N2,N2_link849,link,,,24.53139873,91.59695,179
N2,N2_LRP175d,bridge,A,NORT DEVPARA 3 CULVERT,24.53209036,91.59739207,3.2
N2,N2_link850,link,,,24.53261584,91.59772796,136
N2,N2_LRP175e,bridge,A,NORTH DEVPARA 2 CULVER,24.53314132,91.59806384,1.5
N2,N2_link851,link,,,24.53352205,91.59832126,100
N2,N2_LRP175f,bridge,A,NORTH DEVPARA,24.53390279,91.59857867,5.2
N2,N2_link852,link,,,24.53518598,91.59973001,358
N2,N2_LRP176b,bridge,A,NALSUZA,24.53646918,91.60088135,1.5
N2,N2_link853,link,,,24.53700784,91.60140568,164
N2,N2_LRP176c,bridge,A,SODORPUR NOTUNBAZAR,24.53754649,91.60193,1.5
N2,N2_link854,link,,,24.53825735,91.60261027,213
N2,N2_LRP176d,bridge,A,DHAKA SHAISTAGANG HALIGAN,24.5389682,91.60329054,1.5
N2,N2_link855,link,,,24.53944411,91.60368058,134
N2,N2_LRP176e,bridge,A,SHADUGHAT,24.53992002,91.60407062,6.4
N2,N2_link856,link,,,24.54062216,91.60424877,166
N2,N2_LRP177a,bridge,A,SHADARGHAT 1,24.5413243,91.60442692,7
N2,N2_link857,link,,,24.54304533,91.60473276,387
N2,N2_LRP177b,bridge,A,Kurorpur Bridge,24.54476635,91.60503861,43
N2,N2_link858,link,,,24.54658239,91.60528621,407
N2,N2_LRP177d,bridge,A,Bizrapar Bridge,24.54839842,91.60553381,140
N2,N2_link859,link,,,24.55110508,91.60533327,612
N2,N2_LRP178a,bridge,A,VHARDEV CULVERT,24.55381173,91.60513272,1.5
N2,N2_link860,link,,,24.55506651,91.60468385,259
N2,N2_LRP178b,bridge,A,DHAKA KHATENPASS BRIDGE,24.55632129,91.60423497,1.5
N2,N2_link861,link,,,24.55811247,91.60378082,455
N2,N2_LRP179a,bridge,A,BANAODAB GUPLAR BRIDGE,24.55990366,91.60332668,2
N2,N2_link862,link,,,24.56156352,91.60304321,382
N2,N2_LRP179b,bridge,A,Dhaka Katpass Bridge,24.56322338,91.60275975,22
N2,N2_link863,link,,,24.56625612,91.60280714,518
N2,N2_LRP180a,bridge,A,RATUM PUR (3),24.56928886,91.60285454,14
N2,N2_link864,link,,,24.57193661,91.60208492,587
N2,N2_LRP180c,bridge,A,RATUM PUR (2),24.57458436,91.6013153,2
N2,N2_link865,link,,,24.57813371,91.59995557,896
N2,N2_LRP181c,bridge,A,batapur,24.58168307,91.59859584,3
N2,N2_link866,link,,,24.5826766,91.59893675,235
N2,N2_LRP181d,bridge,A,Batapur Bridge,24.58367013,91.59927766,35
N2,N2_link867,link,,,24.58502603,91.59973489,320
N2,N2_LRP182a,bridge,A,anukandi,24.58638194,91.60019212,2
N2,N2_link868,link,,,24.58745346,91.60055615,251
N2,N2_LRP182b,bridge,A,ANUKANDI,24.58852499,91.60092018,6.03
N2,N2_link869,link,,,24.58997218,91.60126242,372
N2,N2_LRP182d,bridge,A,AUSKANDI,24.59141937,91.60160466,2
N2,N2_link870,link,,,24.59279899,91.60251383,368
N2,N2_LRP183a,bridge,A,AUSKANDI BOX CULVERT,24.59417862,91.603423,1.5
N2,N2_link871,link,,,24.59488574,91.60512404,407
N2,N2_LRP183c,bridge,A,USUAL NAGER,24.59559287,91.60682509,1.5
N2,N2_link872,link,,,24.59580061,91.60821,288
N2,N2_LRP183d,bridge,A,USUF NAGAR,24.59600835,91.6095949,6.2
N2,N2_link873,link,,,24.59943657,91.61308378,1115
N2,N2_LRP184c,bridge,A,MIRAZPUR,24.60286479,91.61657266,3
N2,N2_link874,link,,,24.60456369,91.61847227,521
N2,N2_LRP185b,bridge,B,LALALPUR BOX CULVERT,24.60626259,91.62037188,7.2
N2,N2_link875,link,,,24.60837975,91.62339496,774
N2,N2_LRP186b,bridge,A,SYADPUR,24.61049691,91.62641803,7.2
N2,N2_link876,link,,,24.61103962,91.62728798,218
N2,N2_LRP186c,bridge,A,SOYECDPUR,24.61158232,91.62815794,4
N2,N2_link877,link,,,24.61251564,91.630729,585
N2,N2_LRP186d,bridge,A,Umarpur Bridge,24.61344896,91.63330007,60.4
N2,N2_link878,link,,,24.61320455,91.6380628,978
